0.000000000000000000e+00 5.056498125000000000e+05 0.000000000000000000e+00 0.000000000000000000e+00 1.508450135588645935e-02 2.793638035655021667e-03 4.707868437500000000e+05 0.000000000000000000e+00 0.000000000000000000e+00 1.508450135588645935e-02 2.793638035655021667e-03 1.044265508651733398e+00
1.000000000000000000e+03 5.134869384765625000e+02 5.225085258483886719e+00 1.542195320129394531e+01 3.265930414199829102e+00 7.935394287109375000e+01 4.421371154785156250e+02 5.225085258483886719e+00 1.542195320129394531e+01 3.265930414199829102e+00 7.935394287109375000e+01 4.679231643676757812e+00
2.000000000000000000e+03 2.243862304687500000e+02 1.677356243133544922e+00 2.526714324951171875e+01 8.116450905799865723e-01 3.232884216308593750e+01 1.934142761230468750e+02 1.677356243133544922e+00 2.526714324951171875e+01 8.116450905799865723e-01 3.232884216308593750e+01 1.282459020614624023e+00
3.000000000000000000e+03 1.139851665496826172e+01 4.423363685607910156e+00 6.429167985916137695e-01 1.463923007249832153e-01 2.466213703155517578e+00 1.938259315490722656e+01 4.423363685607910156e+00 6.429167985916137695e-01 1.463923007249832153e-01 2.466213703155517578e+00 1.418322086334228516e+00
4.000000000000000000e+03 2.367253303527832031e+00 2.853364944458007812e+00 2.218406796455383301e-01 4.205563068389892578e-01 3.899260163307189941e-01 4.190341949462890625e+00 2.853364944458007812e+00 2.218406796455383301e-01 4.205563068389892578e-01 3.899260163307189941e-01 1.166616320610046387e+00
5.000000000000000000e+03 6.179688644409179688e+01 1.479011654853820801e+00 5.436852946877479553e-02 6.617153286933898926e-01 4.261795431375503540e-02 5.861398315429687500e+01 1.479011654853820801e+00 5.436852946877479553e-02 6.617153286933898926e-01 4.261795431375503540e-02 8.866697549819946289e-01
6.000000000000000000e+03 1.149295210838317871e+00 7.516953945159912109e-01 1.915279962122440338e-02 5.680757761001586914e-01 6.380670517683029175e-02 1.919146299362182617e+00 7.516953945159912109e-01 1.915279962122440338e-02 5.680757761001586914e-01 6.380670517683029175e-02 6.883092522621154785e-01
7.000000000000000000e+03 7.861527800559997559e-01 3.773562312126159668e-01 3.477276535704731941e-03 3.255319595336914062e-01 8.619243279099464417e-03 1.261698126792907715e+00 3.773562312126159668e-01 3.477276535704731941e-03 3.255319595336914062e-01 8.619243279099464417e-03 5.028675198554992676e-01
8.000000000000000000e+03 1.121614336967468262e+00 1.663358658552169800e-01 3.707729920279234648e-04 1.555426567792892456e-01 2.043157070875167847e-02 1.479769706726074219e+00 1.663358658552169800e-01 3.707729920279234648e-04 1.555426567792892456e-01 2.043157070875167847e-02 3.401020467281341553e-01
9.000000000000000000e+03 3.102950096130371094e+00 6.260503828525543213e-02 3.418884298298507929e-04 6.118360534310340881e-02 3.575568273663520813e-02 3.155307054519653320e+00 6.260503828525543213e-02 3.418884298298507929e-04 6.118360534310340881e-02 3.575568273663520813e-02 2.106761038303375244e-01
1.000000000000000000e+04 4.036781191825866699e-01 2.144476957619190216e-02 3.704244591062888503e-06 2.126669511198997498e-02 9.656975045800209045e-03 6.460197567939758301e-01 2.144476957619190216e-02 3.704244591062888503e-06 2.126669511198997498e-02 9.656975045800209045e-03 1.243798434734344482e-01
1.100000000000000000e+04 3.479571640491485596e-01 5.394311156123876572e-03 6.286675488809123635e-05 5.109923891723155975e-03 1.115794479846954346e-02 5.594660639762878418e-01 5.394311156123876572e-03 6.286675488809123635e-05 5.109923891723155975e-03 1.115794479846954346e-02 6.455523520708084106e-02
