0.000000000000000000e+00 2.842070817947387695e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.003492355346679688e-01 6.391388922929763794e-02 2.569902420043945312e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.003492355346679688e-01 6.391388922929763794e-02 2.978127288818359375e+01
1.000000000000000000e+03 5.270117544569075108e-04 1.675173848525446374e-06 1.901104224089067429e-05 1.410571144333516713e-06 7.760577136650681496e-05 2.889676252380013466e-04 1.675173848525446374e-06 1.901104224089067429e-05 1.410571144333516713e-06 7.760577136650681496e-05 6.649681925773620605e-02
2.000000000000000000e+03 2.630717644933611155e-04 7.401755652836072841e-08 1.594642299096449278e-06 6.213942072008649120e-08 5.027344286645529792e-06 1.634392829146236181e-04 7.401755652836072841e-08 1.594642299096449278e-06 6.213942072008649120e-08 5.027344286645529792e-06 1.371773518621921539e-02
3.000000000000000000e+03 1.795898133423179388e-04 2.294212464448719402e-08 5.286559030537318904e-07 2.765591844422488066e-08 1.638787352931103669e-06 1.170713439933024347e-04 2.294212464448719402e-08 5.286559030537318904e-07 2.765591844422488066e-08 1.638787352931103669e-06 7.928471080958843231e-03
4.000000000000000000e+03 3.774716460611671209e-04 7.485558626285637729e-07 6.080314051359891891e-06 8.124728992697782815e-06 1.940909896802622825e-06 3.168539842590689659e-04 7.485558626285637729e-07 6.080314051359891891e-06 8.124728992697782815e-06 1.940909896802622825e-06 1.983589977025985718e-01
5.000000000000000000e+03 1.167417431133799255e-04 3.048011842921027892e-09 5.934844438115760568e-08 2.790440101207991574e-09 2.304929296315094689e-07 8.548236655769869685e-05 3.048011842921027892e-09 5.934844438115760568e-08 2.790440101207991574e-09 2.304929296315094689e-07 2.697804011404514313e-03
6.000000000000000000e+03 9.955782297765836120e-05 2.969829382415412056e-10 4.343684878449494136e-08 1.399672822088859903e-08 1.206078934501420008e-07 7.488783739972859621e-05 2.969829382415412056e-10 4.343684878449494136e-08 1.399672822088859903e-08 1.206078934501420008e-07 5.686113145202398300e-03
7.000000000000000000e+03 8.615176193416118622e-05 1.394169890645002852e-09 1.717950581792138109e-08 7.478778707437072626e-10 8.350303204451847705e-08 6.659017526544630527e-05 1.394169890645002852e-09 1.717950581792138109e-08 7.478778707437072626e-10 8.350303204451847705e-08 1.711507677100598812e-03
8.000000000000000000e+03 8.928564056986942887e-05 1.511720881808287231e-07 2.153442295593777089e-07 9.411284622728999238e-07 5.524893254005291965e-08 6.957557343412190676e-05 1.511720881808287231e-07 2.153442295593777089e-07 9.411284622728999238e-07 5.524893254005291965e-08 6.855473667383193970e-02
9.000000000000000000e+03 6.684086110908538103e-05 1.848868280696081001e-10 1.177124175910648773e-08 1.646254510490052780e-08 2.726699754873607162e-08 5.380402944865636528e-05 1.848868280696081001e-10 1.177124175910648773e-08 1.646254510490052780e-08 2.726699754873607162e-08 7.414093706756830215e-03
1.000000000000000000e+04 5.954664447926916182e-05 3.229496670087428356e-10 4.801675945742545082e-09 1.005975747148113442e-09 2.692421574579384469e-08 4.877276296610943973e-05 3.229496670087428356e-10 4.801675945742545082e-09 1.005975747148113442e-09 2.692421574579384469e-08 1.379075110889971256e-03
1.100000000000000000e+04 6.015492908773012459e-05 1.616554186512075830e-06 8.169085852216539934e-09 1.067349239747272804e-05 8.832265621094848029e-07 4.798910958925262094e-05 1.616554186512075830e-06 8.169085852216539934e-09 1.067349239747272804e-05 8.832265621094848029e-07 2.213023900985717773e-01
1.200000000000000000e+04 2.241531328763812780e-04 1.300183248531538993e-05 3.019163443696015747e-07 8.514028013451024890e-05 2.057884785244823433e-06 1.761066378094255924e-04 1.300183248531538993e-05 3.019163443696015747e-07 8.514028013451024890e-05 2.057884785244823433e-06 6.132404804229736328e-01
1.300000000000000000e+04 4.926240944769233465e-05 4.067773340388214365e-10 1.700417584515889757e-08 2.901660955956231192e-08 5.530317981339294420e-09 4.035557140014134347e-05 4.067773340388214365e-10 1.700417584515889757e-08 2.901660955956231192e-08 5.530317981339294420e-09 1.140803378075361252e-02
1.400000000000000000e+04 3.719396772794425488e-05 2.031846912942114614e-11 1.086697398733349473e-09 2.408549359955713953e-09 5.250271772894166133e-09 3.287662184447981417e-05 2.031846912942114614e-11 1.086697398733349473e-09 2.408549359955713953e-09 5.250271772894166133e-09 2.920313738286495209e-03
1.500000000000000000e+04 3.279339944128878415e-05 5.460982777094613994e-10 2.491363781942368405e-10 6.046996237074608871e-10 5.792095691958820680e-09 2.961439349746797234e-05 5.460982777094613994e-10 2.491363781942368405e-10 6.046996237074608871e-10 5.792095691958820680e-09 2.142145531252026558e-03
1.600000000000000000e+04 2.191498497268185019e-04 3.858258423861116171e-06 9.160006584352231584e-07 2.398938704573083669e-05 1.621944079488457646e-06 2.020799438469111919e-04 3.858258423861116171e-06 9.160006584352231584e-07 2.398938704573083669e-05 1.621944079488457646e-06 3.396035134792327881e-01
1.700000000000000000e+04 2.533698170736897737e-05 6.909953054190509647e-09 3.164274398059774285e-13 3.013903437931730878e-08 7.172523019960408419e-09 2.357815901632420719e-05 6.909953054190509647e-09 3.164274398059774285e-13 3.013903437931730878e-08 7.172523019960408419e-09 1.215198263525962830e-02
1.800000000000000000e+04 4.698144039139151573e-05 2.616484948703146074e-07 8.614267699158517644e-08 1.567987283124239184e-06 1.051569142873631790e-07 4.111383532290346920e-05 2.616484948703146074e-07 8.614267699158517644e-08 1.567987283124239184e-06 1.051569142873631790e-07 8.790954202413558960e-02
1.900000000000000000e+04 1.992134639294818044e-05 4.523142971279980884e-10 3.574310847298534100e-10 4.067977066313233081e-09 5.373411160469743209e-10 1.893814805953297764e-05 4.523142971279980884e-10 3.574310847298534100e-10 4.067977066313233081e-09 5.373411160469743209e-10 4.384199623018503189e-03
2.000000000000000000e+04 2.844065420504193753e-05 4.557058161935856333e-07 2.341018268126049406e-09 2.148474777641240507e-06 5.933846125572017627e-08 2.535871499276254326e-05 4.557058161935856333e-07 2.341018268126049406e-09 2.148474777641240507e-06 5.933846125572017627e-08 1.009952351450920105e-01
2.100000000000000000e+04 1.598162634763866663e-05 2.074722837974718459e-09 7.429957760152205992e-10 1.242929847933282872e-08 3.588410818489151666e-12 1.542075915494933724e-05 2.074722837974718459e-09 7.429957760152205992e-10 1.242929847933282872e-08 3.588410818489151666e-12 7.884940132498741150e-03
2.200000000000000000e+04 1.443311612092657015e-05 2.447095859281489538e-09 2.822755917897268318e-10 9.686190516333681444e-09 2.736975757144932686e-09 1.413078371115261689e-05 2.447095859281489538e-09 2.822755917897268318e-10 9.686190516333681444e-09 2.736975757144932686e-09 7.048392202705144882e-03
2.300000000000000000e+04 5.929626422584988177e-05 6.183163350215181708e-05 4.413388523971661925e-06 2.833665639627724886e-04 9.582743587088771164e-06 5.737660467275418341e-05 6.183163350215181708e-05 4.413388523971661925e-06 2.833665639627724886e-04 9.582743587088771164e-06 1.186676025390625000e+00
2.400000000000000000e+04 6.027616109349764884e-05 3.549650102740997681e-07 6.721613203808374237e-07 5.338420123734977096e-07 2.279317925513169030e-07 5.360547947930172086e-05 3.549650102740997681e-07 6.721613203808374237e-07 5.338420123734977096e-07 2.279317925513169030e-07 5.841990560293197632e-02
2.500000000000000000e+04 1.282397988688899204e-05 6.445809219712828053e-08 4.561571032013489457e-08 1.934701998607124551e-07 4.764575400884041301e-09 1.253469872608548030e-05 6.445809219712828053e-08 4.561571032013489457e-08 1.934701998607124551e-07 4.764575400884041301e-09 3.333399072289466858e-02
