# x, y
0.000000000000000000e+00 -0.000000000000000000e+00
0.000000000000000000e+00 -0.000000000000000000e+00
1.000000000000000000e+00 -0.000000000000000000e+00
1.000000000000000000e+00 -0.000000000000000000e+00
0.000000000000000000e+00 -0.000000000000000000e+00
1.000000000000000000e+00 -0.000000000000000000e+00
7.500000000000000000e-01 -1.464843750000000000e-03
2.500000000000000000e-01 -1.464843750000000000e-03
3.750000000000000000e-01 -2.288818359375000000e-03
8.750000000000000000e-01 -4.984537954442203045e-04
6.250000000000000000e-01 -2.288818359375000000e-03
1.250000000000000000e-01 -4.984537954442203045e-04
1.875000000000000000e-01 -9.670257568359375000e-04
6.875000000000000000e-01 -1.923243165947496891e-03
9.375000000000000000e-01 -1.430511474609375000e-04
4.375000000000000000e-01 -2.523422241210937500e-03
3.125000000000000000e-01 -1.923243165947496891e-03
8.125000000000000000e-01 -9.670257568359375000e-04
5.625000000000000000e-01 -2.523422241210937500e-03
6.250000000000000000e-02 -1.430511474609375000e-04
9.375000000000000000e-02 -3.007650375366210938e-04
5.937500000000000000e-01 -2.424279926344752312e-03
8.437500000000000000e-01 -7.241964340209960938e-04
3.437500000000000000e-01 -2.120375633239746094e-03
4.687500000000000000e-01 -2.583861351013183594e-03
9.687500000000000000e-01 -3.818671029875986278e-05
