0.000000000000000000e+00 3.765420654296875000e+03 1.174542028456926346e-02 3.647058620117604733e-04 6.348198652267456055e-02 6.835552863776683807e-03 7.704331874847412109e-01 3.843536227941513062e-02 3.905450683593750000e+03 1.174542028456926346e-02 3.647058620117604733e-04 6.348198652267456055e-02 6.835552863776683807e-03 7.704331874847412109e-01 3.843536227941513062e-02 1.142648816108703613e+00
1.000000000000000000e+03 3.146961688995361328e+00 1.850056648254394531e+00 1.549975156784057617e+00 1.270280927419662476e-01 1.210932350158691406e+01 2.498144358396530151e-01 4.678820610046386719e+00 2.389610767364501953e+00 1.850056648254394531e+00 1.549975156784057617e+00 1.270280927419662476e-01 1.210932350158691406e+01 2.498144358396530151e-01 4.678820610046386719e+00 1.144762039184570312e+00
2.000000000000000000e+03 7.763339281082153320e-01 1.089274734258651733e-01 1.058733344078063965e+00 4.212251678109169006e-02 5.718817114830017090e-01 6.898654252290725708e-02 1.123482346534729004e+00 4.672159254550933838e-01 1.089274734258651733e-01 1.058733344078063965e+00 4.212251678109169006e-02 5.718817114830017090e-01 6.898654252290725708e-02 1.123482346534729004e+00 3.805125057697296143e-01
3.000000000000000000e+03 2.024934291839599609e-01 1.635090075433254242e-02 1.879016160964965820e-01 1.368652447126805782e-03 1.267369687557220459e-01 1.923727430403232574e-02 1.919378787279129028e-01 1.339868307113647461e-01 1.635090075433254242e-02 1.879016160964965820e-01 1.368652447126805782e-03 1.267369687557220459e-01 1.923727430403232574e-02 1.919378787279129028e-01 1.166690737009048462e-01
4.000000000000000000e+03 8.392520993947982788e-02 2.144212136045098305e-03 5.051315575838088989e-02 4.702323931269347668e-04 4.296236485242843628e-02 2.491137944161891937e-03 2.786673977971076965e-02 6.197153031826019287e-02 2.144212136045098305e-03 5.051315575838088989e-02 4.702323931269347668e-04 4.296236485242843628e-02 2.491137944161891937e-03 2.786673977971076965e-02 4.008054733276367188e-02
5.000000000000000000e+03 5.068227276206016541e-02 8.054178324528038502e-04 1.590055227279663086e-02 4.492034713621251285e-05 1.530265621840953827e-02 2.867306466214358807e-04 9.188750758767127991e-03 3.984136134386062622e-02 8.054178324528038502e-04 1.590055227279663086e-02 4.492034713621251285e-05 1.530265621840953827e-02 2.867306466214358807e-04 9.188750758767127991e-03 2.337623387575149536e-02
6.000000000000000000e+03 2.516644001007080078e-01 4.279880668036639690e-04 5.782117601484060287e-03 2.882083936128765345e-05 5.075500812381505966e-03 8.341998182004317641e-05 6.529172882437705994e-03 2.277834117412567139e-01 4.279880668036639690e-04 5.782117601484060287e-03 2.882083936128765345e-05 5.075500812381505966e-03 8.341998182004317641e-05 6.529172882437705994e-03 2.020212076604366302e-02
7.000000000000000000e+03 1.816547103226184845e-02 2.140764845535159111e-04 1.919993665069341660e-03 3.622099393396638334e-05 2.104915212839841843e-03 6.261994712986052036e-05 4.805717617273330688e-03 1.441329158842563629e-02 2.140764845535159111e-04 1.919993665069341660e-03 3.622099393396638334e-05 2.104915212839841843e-03 6.261994712986052036e-05 4.805717617273330688e-03 1.751822791993618011e-02
8.000000000000000000e+03 2.129816561937332153e-01 8.251273538917303085e-05 7.221846026368439198e-04 5.069670805823989213e-05 1.176136545836925507e-03 4.517355773714371026e-05 3.580730641260743141e-03 2.094962745904922485e-01 8.251273538917303085e-05 7.221846026368439198e-04 5.069670805823989213e-05 1.176136545836925507e-03 4.517355773714371026e-05 3.580730641260743141e-03 1.468495838344097137e-02
9.000000000000000000e+03 8.979258127510547638e-03 4.495563189266249537e-05 2.388907596468925476e-04 4.380337122711353004e-05 8.662837790325284004e-04 3.152844510623253882e-05 2.836630912497639656e-03 7.041065953671932220e-03 4.495563189266249537e-05 2.388907596468925476e-04 4.380337122711353004e-05 8.662837790325284004e-04 3.152844510623253882e-05 2.836630912497639656e-03 1.279093232005834579e-02
1.000000000000000000e+04 8.148957975208759308e-03 3.221057704649865627e-05 1.250490749953314662e-04 3.548604217940010130e-05 7.491792785003781319e-04 2.380051228101365268e-05 2.244523959234356880e-03 6.835406180471181870e-03 3.221057704649865627e-05 1.250490749953314662e-04 3.548604217940010130e-05 7.491792785003781319e-04 2.380051228101365268e-05 2.244523959234356880e-03 1.160535309463739395e-02
1.100000000000000000e+04 1.147394720464944839e-02 2.493648753443267196e-05 8.512834756402298808e-05 2.392653732385952026e-05 5.339800263755023479e-04 2.242386653961148113e-05 1.718488754704594612e-03 9.752112440764904022e-03 2.493648753443267196e-05 8.512834756402298808e-05 2.392653732385952026e-05 5.339800263755023479e-04 2.242386653961148113e-05 1.718488754704594612e-03 1.025280542671680450e-02
1.200000000000000000e+04 4.769080318510532379e-03 2.440823118377011269e-05 5.857321593794040382e-05 1.732141026877798140e-05 4.144432023167610168e-04 1.873230576165951788e-05 1.287758932448923588e-03 3.775231074541807175e-03 2.440823118377011269e-05 5.857321593794040382e-05 1.732141026877798140e-05 4.144432023167610168e-04 1.873230576165951788e-05 1.287758932448923588e-03 9.077731519937515259e-03
1.300000000000000000e+04 4.039542749524116516e-03 2.249369754281360656e-05 4.025465023005381227e-05 1.124258233176078647e-05 3.351625637151300907e-04 1.594447712705004960e-05 9.660690557211637497e-04 3.220957703888416290e-03 2.249369754281360656e-05 4.025465023005381227e-05 1.124258233176078647e-05 3.351625637151300907e-04 1.594447712705004960e-05 9.660690557211637497e-04 7.938449271023273468e-03
1.400000000000000000e+04 3.451624652370810509e-03 1.945402436831500381e-05 3.048547841899562627e-05 7.469102001778082922e-06 2.782689407467842102e-04 1.374691510136472061e-05 7.275619427673518658e-04 2.765810582786798477e-03 1.945402436831500381e-05 3.048547841899562627e-05 7.469102001778082922e-06 2.782689407467842102e-04 1.374691510136472061e-05 7.275619427673518658e-04 6.891155615448951721e-03
1.500000000000000000e+04 1.016883086413145065e-02 1.459098621126031503e-05 3.010180989804212004e-05 4.808699031855212525e-06 2.456544025335460901e-04 1.227658867719583213e-05 5.675355205312371254e-04 9.316037409007549286e-03 1.459098621126031503e-05 3.010180989804212004e-05 4.808699031855212525e-06 2.456544025335460901e-04 1.227658867719583213e-05 5.675355205312371254e-04 5.954735446721315384e-03
1.600000000000000000e+04 2.614950062707066536e-03 1.329417591477977112e-05 2.685047729755751789e-05 3.164376948916469701e-06 2.128115884261205792e-04 9.995049367717001587e-06 4.521608061622828245e-04 2.091994974762201309e-03 1.329417591477977112e-05 2.685047729755751789e-05 3.164376948916469701e-06 2.128115884261205792e-04 9.995049367717001587e-06 4.521608061622828245e-04 5.188898183405399323e-03
1.700000000000000000e+04 2.297881990671157837e-03 1.151608739746734500e-05 2.050562943622935563e-05 2.530216534069040790e-06 1.940268120961263776e-04 8.591417099523823708e-06 3.492499236017465591e-04 1.853878377005457878e-03 1.151608739746734500e-05 2.050562943622935563e-05 2.530216534069040790e-06 1.940268120961263776e-04 8.591417099523823708e-06 3.492499236017465591e-04 4.600239917635917664e-03
1.800000000000000000e+04 2.468131482601165771e-03 8.147357220877893269e-06 2.155682159354910254e-05 2.179147031711181626e-06 1.803361519705504179e-04 7.143634775275131688e-06 2.845672133844345808e-04 2.000107895582914352e-03 8.147357220877893269e-06 2.155682159354910254e-05 2.179147031711181626e-06 1.803361519705504179e-04 7.143634775275131688e-06 2.845672133844345808e-04 3.934619016945362091e-03
1.900000000000000000e+04 2.316503413021564484e-02 6.151868092274526134e-06 4.812441693502478302e-05 1.831004283303627744e-06 1.809613895602524281e-04 7.055637979647144675e-06 2.352504234295338392e-04 2.288170158863067627e-02 6.151868092274526134e-06 4.812441693502478302e-05 1.831004283303627744e-06 1.809613895602524281e-04 7.055637979647144675e-06 2.352504234295338392e-04 3.498302772641181946e-03
2.000000000000000000e+04 3.141657682135701180e-03 5.842980499437544495e-06 2.496341949154157192e-05 1.207973127748118713e-06 1.661503629293292761e-04 4.995250037609366700e-06 2.031263720709830523e-04 2.742351498454809189e-03 5.842980499437544495e-06 2.496341949154157192e-05 1.207973127748118713e-06 1.661503629293292761e-04 4.995250037609366700e-06 2.031263720709830523e-04 3.101126756519079208e-03
