# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.089135268302534598e-01 1.265577592827648312e-01 1.261989177595705391e-01 5.825481205328418843e-01 7.484508776082828170e-03 9.057283313770998767e-02 2.242245332436200098e-02 1.483467809280435666e-02 4.737878553538217162e-04 1.089135268302534598e-01 1.265577592827648312e-01 1.261989177595705391e-01 5.825481205328418843e-01 7.484508776082828170e-03 9.057283313770998767e-02 2.242245332436200098e-02 1.483467809280435666e-02 4.737878553538217162e-04
1.000000000000000000e+02 4.846291873899716339e-04 1.950152405042065648e-02 7.752686863742532420e-05 6.948196580932311170e-04 2.118897519517936819e-04 1.100887688088635161e-04 6.755664388050049152e-02 1.450156363649416323e-02 4.276528507734305914e-04 4.846291873899716339e-04 1.950152405042065648e-02 7.752686863742532420e-05 6.948196580932311170e-04 2.118897519517936819e-04 1.100887688088635161e-04 6.755664388050049152e-02 1.450156363649416323e-02 4.276528507734305914e-04
2.000000000000000000e+02 2.164293045140049923e-04 1.934431558112134630e-02 6.416154511783868353e-05 4.905435815040579822e-04 1.899648877753424561e-04 2.468485819366626345e-05 6.685381560752803876e-02 1.440463734947948840e-02 4.403673482320159165e-04 2.164293045140049923e-04 1.934431558112134630e-02 6.416154511783868353e-05 4.905435815040579822e-04 1.899648877753424561e-04 2.468485819366626345e-05 6.685381560752803876e-02 1.440463734947948840e-02 4.403673482320159165e-04
3.000000000000000000e+02 2.849618306168842175e-04 1.912807632093714919e-02 1.047463609862633454e-04 2.795496088376614148e-04 2.607354664266683421e-04 3.673850489244726751e-05 6.574605277958314731e-02 1.430223324324259200e-02 4.825554528726394175e-04 2.849618306168842175e-04 1.912807632093714919e-02 1.047463609862633454e-04 2.795496088376614148e-04 2.607354664266683421e-04 3.673850489244726751e-05 6.574605277958314731e-02 1.430223324324259200e-02 4.825554528726394175e-04
4.000000000000000000e+02 3.782523858415433771e-04 1.893262177630674128e-02 7.931527081547067070e-05 2.892477655469643800e-04 2.844727598702296418e-04 6.765290184976103041e-05 6.497450942683070940e-02 1.424327592997215626e-02 5.347035219879029680e-04 3.782523858415433771e-04 1.893262177630674128e-02 7.931527081547067070e-05 2.892477655469643800e-04 2.844727598702296418e-04 6.765290184976103041e-05 6.497450942683070940e-02 1.424327592997215626e-02 5.347035219879029680e-04
5.000000000000000000e+02 3.524910729903186742e-04 1.869278777498118924e-02 5.806832488190654729e-05 3.494251082123652256e-04 2.733654358123799679e-04 1.074719162751530834e-04 6.462542241250675279e-02 1.422346217868635486e-02 5.975440274952045555e-04 3.524910729903186742e-04 1.869278777498118924e-02 5.806832488190654729e-05 3.494251082123652256e-04 2.733654358123799679e-04 1.074719162751530834e-04 6.462542241250675279e-02 1.422346217868635486e-02 5.975440274952045555e-04
6.000000000000000000e+02 2.865187762424831436e-04 1.848869388382119380e-02 4.929760923830401735e-05 2.960291819917939301e-04 2.941697734516893008e-04 1.583367950887131534e-04 6.440927283591214858e-02 1.414036543847190658e-02 6.744204742295787942e-04 2.865187762424831436e-04 1.848869388382119380e-02 4.929760923830401735e-05 2.960291819917939301e-04 2.941697734516893008e-04 1.583367950887131534e-04 6.440927283591214858e-02 1.414036543847190658e-02 6.744204742295787942e-04
7.000000000000000000e+02 2.607274192187361539e-04 2.035024945742545943e-02 1.176612130760032091e-04 2.687795547032244031e-04 3.332735408539832687e-04 1.925227691251918773e-04 6.238345191849420379e-02 1.402464375113438889e-02 7.267908490372443180e-04 2.607274192187361539e-04 2.035024945742545943e-02 1.176612130760032091e-04 2.687795547032244031e-04 3.332735408539832687e-04 1.925227691251918773e-04 6.238345191849420379e-02 1.402464375113438889e-02 7.267908490372443180e-04
8.000000000000000000e+02 2.929703181566325316e-04 1.819286543568837330e-02 1.851578198041507419e-05 9.752730459034584143e-05 4.163440705328561638e-04 2.315650636998947882e-04 6.410313854499294361e-02 1.390547027981775888e-02 7.916051609268453301e-04 2.929703181566325316e-04 1.819286543568837330e-02 1.851578198041507419e-05 9.752730459034584143e-05 4.163440705328561638e-04 2.315650636998947882e-04 6.410313854499294361e-02 1.390547027981775888e-02 7.916051609268453301e-04
9.000000000000000000e+02 2.694212401645759377e-04 1.809752200199962399e-02 9.933145184823057922e-06 1.005696977879895455e-04 4.372599343609555864e-04 2.393725894975934105e-04 6.397437735719188612e-02 1.385017634840484888e-02 8.319423626176233313e-04 2.694212401645759377e-04 1.809752200199962399e-02 9.933145184823057922e-06 1.005696977879895455e-04 4.372599343609555864e-04 2.393725894975934105e-04 6.397437735719188612e-02 1.385017634840484888e-02 8.319423626176233313e-04
1.000000000000000000e+03 2.370804576144956407e-04 1.791686946062540087e-02 8.616601196268571604e-06 1.282975936144734486e-04 4.344216074785743815e-04 2.357124708979947876e-04 6.394748458215052112e-02 1.382305312064433488e-02 8.619690357338059697e-04 2.370804576144956407e-04 1.791686946062540087e-02 8.616601196268571604e-06 1.282975936144734486e-04 4.344216074785743815e-04 2.357124708979947876e-04 6.394748458215052112e-02 1.382305312064433488e-02 8.619690357338059697e-04
1.100000000000000000e+03 2.112250964703776639e-04 1.806885072220930366e-02 1.018929055790352788e-05 1.408228225969436064e-04 4.284145032668522997e-04 2.295242627855812931e-04 6.366500909335356950e-02 1.380577168835981673e-02 8.775711466388759052e-04 2.112250964703776639e-04 1.806885072220930366e-02 1.018929055790352788e-05 1.408228225969436064e-04 4.284145032668522997e-04 2.295242627855812931e-04 6.366500909335356950e-02 1.380577168835981673e-02 8.775711466388759052e-04
1.200000000000000000e+03 1.955189501354450332e-04 1.780005871674119125e-02 1.415872227786072088e-05 1.734247604351024858e-04 4.235329279397104870e-04 2.165210635787456035e-04 6.372017031798750397e-02 1.378394965400879524e-02 8.979468818084576859e-04 1.955189501354450332e-04 1.780005871674119125e-02 1.415872227786072088e-05 1.734247604351024858e-04 4.235329279397104870e-04 2.165210635787456035e-04 6.372017031798750397e-02 1.378394965400879524e-02 8.979468818084576859e-04
1.300000000000000000e+03 1.864375211176389944e-04 1.765497603783237543e-02 2.116813670206842181e-05 2.024954690204506971e-04 4.277965420479384710e-04 2.027202071635190160e-04 6.362689097725397758e-02 1.375548102302053162e-02 9.147280792373716158e-04 1.864375211176389944e-04 1.765497603783237543e-02 2.116813670206842181e-05 2.024954690204506971e-04 4.277965420479384710e-04 2.027202071635190160e-04 6.362689097725397758e-02 1.375548102302053162e-02 9.147280792373716158e-04
1.400000000000000000e+03 1.782741893014338705e-04 1.755723456613028990e-02 2.579005716712974930e-05 2.159611517223490682e-04 4.363877739607687324e-04 1.940594478306788512e-04 6.352045252172981715e-02 1.372819370728765170e-02 9.313176165071218029e-04 1.782741893014338705e-04 1.755723456613028990e-02 2.579005716712974930e-05 2.159611517223490682e-04 4.363877739607687324e-04 1.940594478306788512e-04 6.352045252172981715e-02 1.372819370728765170e-02 9.313176165071218029e-04
1.500000000000000000e+03 1.832689795212456569e-04 1.553555746996490919e-02 3.209460488427485846e-05 2.278221285012033321e-04 4.636914777243649117e-04 2.022061129799498263e-04 6.534299944950479333e-02 1.367457440657345209e-02 9.690601804072652937e-04 1.832689795212456569e-04 1.553555746996490919e-02 3.209460488427485846e-05 2.278221285012033321e-04 4.636914777243649117e-04 2.022061129799498263e-04 6.534299944950479333e-02 1.367457440657345209e-02 9.690601804072652937e-04
