Points_0,Points_1,Points_2,Points_Magnitude,activeset,displacement_0,displacement_1,displacement_2,displacement_Magnitude,gap,nodal_cauchy_stresses_xyz_0,nodal_cauchy_stresses_xyz_1,nodal_cauchy_stresses_xyz_2,nodal_cauchy_stresses_xyz_3,nodal_cauchy_stresses_xyz_4,nodal_cauchy_stresses_xyz_5,nodal_cauchy_stresses_xyz_Magnitude,norcontactstress_0,norcontactstress_1,norcontactstress_2,norcontactstress_Magnitude,tancontactstress_0,tancontactstress_1,tancontactstress_2,tancontactstress_Magnitude,Point ID
-0.621054,-0.691729,0,0.929622,0,-0.000120006,-0.0103307,0,0.0103314,0,-0.258289,-0.200802,0,0.261373,0,0,0.418749,0,0,0,0,0,0,0,0,8041
-0.646252,-0.706812,0,0.957718,0,-3.87022e-05,-0.0105108,0,0.0105109,0,-0.246474,-0.196067,0,0.23926,0,0,0.395521,0,0,0,0,0,0,0,0,8042
-0.636389,-0.716446,0,0.958273,0,-5.32084e-06,-0.0104344,0,0.0104344,0,-0.253364,-0.189689,0,0.238424,0,0,0.396259,0,0,0,0,0,0,0,0,8043
-0.624013,-0.708871,0,0.9444,0,-4.69385e-05,-0.0103457,0,0.0103459,0,-0.260043,-0.191764,0,0.24942,0,0,0.408174,0,0,0,0,0,0,0,0,8044
-0.633653,-0.69927,0,0.94366,0,-7.94758e-05,-0.0104212,0,0.0104215,0,-0.2526,-0.198018,0,0.250073,0,0,0.406883,0,0,0,0,0,0,0,0,8045
-0.658851,-0.714353,0,0.971795,0,2.22319e-06,-0.0105994,0,0.0105994,0,-0.23999,-0.194883,0,0.228951,0,0,0.384699,0,0,0,0,0,0,0,0,8046
-0.648765,-0.724021,0,0.972164,0,3.64324e-05,-0.0105221,0,0.0105222,0,-0.246329,-0.188401,0,0.227958,0,0,0.384887,0,0,0,0,0,0,0,0,8047
-0.636389,-0.716446,0,0.958273,0,-5.32084e-06,-0.0104344,0,0.0104344,0,-0.253364,-0.189689,0,0.238424,0,0,0.396259,0,0,0,0,0,0,0,0,8048
-0.646252,-0.706812,0,0.957718,0,-3.87022e-05,-0.0105108,0,0.0105109,0,-0.246474,-0.196067,0,0.23926,0,0,0.395521,0,0,0,0,0,0,0,0,8049
-0.67145,-0.721895,0,0.985889,0,4.32155e-05,-0.010687,0,0.0106871,0,-0.233218,-0.194405,0,0.219154,0,0,0.374449,0,0,0,0,0,0,0,0,8050
-0.661141,-0.731596,0,0.986074,0,7.82348e-05,-0.0106088,0,0.010609,0,-0.239013,-0.187834,0,0.21803,0,0,0.374094,0,0,0,0,0,0,0,0,8051
-0.648765,-0.724021,0,0.972164,0,3.64324e-05,-0.0105221,0,0.0105222,0,-0.246329,-0.188401,0,0.227958,0,0,0.384887,0,0,0,0,0,0,0,0,8052
-0.658851,-0.714353,0,0.971795,0,2.22319e-06,-0.0105994,0,0.0105994,0,-0.23999,-0.194883,0,0.228951,0,0,0.384699,0,0,0,0,0,0,0,0,8053
-0.684049,-0.729436,0,1,0,8.41966e-05,-0.0107736,0,0.0107739,1e+12,-0.223626,-0.187425,0,0.211657,0,0,0.360465,0,0,0,0,-0,0,0,0,8054
-0.673517,-0.739171,0,1,0,0.000120007,-0.0106944,0,0.010695,1e+12,-0.228912,-0.180597,0,0.210387,0,0,0.359553,0,0,0,0,-0,0,0,0,8055
-0.661141,-0.731596,0,0.986074,0,7.82348e-05,-0.0106088,0,0.010609,0,-0.239013,-0.187834,0,0.21803,0,0,0.374094,0,0,0,0,0,0,0,0,8056
-0.67145,-0.721895,0,0.985889,0,4.32155e-05,-0.010687,0,0.0106871,0,-0.233218,-0.194405,0,0.219154,0,0,0.374449,0,0,0,0,0,0,0,0,8057
-0.309919,-0.49446,0,0.583558,0,-0.000712249,-0.00813187,0,0.00816301,0,-0.0348254,-0.613179,0,0.468911,0,0,0.772709,0,0,0,0,0,0,0,0,8058
-0.306077,-0.503194,0,0.588971,0,-0.000699425,-0.00808023,0,0.00811044,0,-0.0471444,-0.620721,0,0.4756,0,0,0.783398,0,0,0,0,0,0,0,0,8059
-0.293478,-0.495652,0,0.576021,0,-0.000692749,-0.00801253,0,0.00804242,0,-0.0277087,-0.643205,0,0.470184,0,0,0.797216,0,0,0,0,0,0,0,0,8060
-0.297101,-0.486957,0,0.570435,0,-0.000705029,-0.00806314,0,0.0080939,0,-0.0155835,-0.635078,0,0.463466,0,0,0.786363,0,0,0,0,0,0,0,0,8061
-0.322736,-0.501963,0,0.596762,0,-0.000716784,-0.00820411,0,0.00823536,0,-0.0579147,-0.589365,0,0.474346,0,0,0.758755,0,0,0,0,0,0,0,0,8062
-0.318676,-0.510735,0,0.602001,0,-0.000703406,-0.00815144,0,0.00818173,0,-0.070448,-0.596195,0,0.481041,0,0,0.769293,0,0,0,0,0,0,0,0,8063
-0.306077,-0.503194,0,0.588971,0,-0.000699425,-0.00808023,0,0.00811044,0,-0.0471444,-0.620721,0,0.4756,0,0,0.783398,0,0,0,0,0,0,0,0,8064
-0.309919,-0.49446,0,0.583558,0,-0.000712249,-0.00813187,0,0.00816301,0,-0.0348254,-0.613179,0,0.468911,0,0,0.772709,0,0,0,0,0,0,0,0,8065
-0.335554,-0.509466,0,0.610042,0,-0.000718603,-0.00827963,0,0.00831075,0,-0.0802904,-0.565118,0,0.477888,0,0,0.744434,0,0,0,0,0,0,0,0,8066
-0.331275,-0.518276,0,0.615105,0,-0.000704656,-0.00822596,0,0.00825608,0,-0.0930287,-0.57121,0,0.484548,0,0,0.754799,0,0,0,0,0,0,0,0,8067
-0.318676,-0.510735,0,0.602001,0,-0.000703406,-0.00815144,0,0.00818173,0,-0.070448,-0.596195,0,0.481041,0,0,0.769293,0,0,0,0,0,0,0,0,8068
-0.322736,-0.501963,0,0.596762,0,-0.000716784,-0.00820411,0,0.00823536,0,-0.0579147,-0.589365,0,0.474346,0,0,0.758755,0,0,0,0,0,0,0,0,8069
-0.348371,-0.516969,0,0.623393,0,-0.000717691,-0.0083582,0,0.00838896,0,-0.101808,-0.540644,0,0.479566,0,0,0.729825,0,0,0,0,0,0,0,0,8070
-0.343874,-0.525818,0,0.628279,0,-0.000703158,-0.00830355,0,0.00833327,0,-0.114736,-0.545977,0,0.486147,0,0,0.739996,0,0,0,0,0,0,0,0,8071
-0.331275,-0.518276,0,0.615105,0,-0.000704656,-0.00822596,0,0.00825608,0,-0.0930287,-0.57121,0,0.484548,0,0,0.754799,0,0,0,0,0,0,0,0,8072
-0.335554,-0.509466,0,0.610042,0,-0.000718603,-0.00827963,0,0.00831075,0,-0.0802904,-0.565118,0,0.477888,0,0,0.744434,0,0,0,0,0,0,0,0,8073
-0.361188,-0.524472,0,0.63681,0,-0.00071405,-0.0084396,0,0.00846975,0,-0.122332,-0.516142,0,0.47943,0,0,0.714997,0,0,0,0,0,0,0,0,8074
-0.356474,-0.533359,0,0.641518,0,-0.000698911,-0.00838398,0,0.00841306,0,-0.135429,-0.520703,0,0.48589,0,0,0.724957,0,0,0,0,0,0,0,0,8075
-0.343874,-0.525818,0,0.628279,0,-0.000703158,-0.00830355,0,0.00833327,0,-0.114736,-0.545977,0,0.486147,0,0,0.739996,0,0,0,0,0,0,0,0,8076
-0.348371,-0.516969,0,0.623393,0,-0.000717691,-0.0083582,0,0.00838896,0,-0.101808,-0.540644,0,0.479566,0,0,0.729825,0,0,0,0,0,0,0,0,8077
-0.374006,-0.531975,0,0.65029,0,-0.0007077,-0.00852358,0,0.00855291,0,-0.14174,-0.491809,0,0.477551,0,0,0.700015,0,0,0,0,0,0,0,0,8078
-0.369073,-0.540901,0,0.654819,0,-0.000691932,-0.00846702,0,0.00849524,0,-0.15498,-0.495591,0,0.483848,0,0,0.709745,0,0,0,0,0,0,0,0,8079
-0.356474,-0.533359,0,0.641518,0,-0.000698911,-0.00838398,0,0.00841306,0,-0.135429,-0.520703,0,0.48589,0,0,0.724957,0,0,0,0,0,0,0,0,8080
-0.361188,-0.524472,0,0.63681,0,-0.00071405,-0.0084396,0,0.00846975,0,-0.122332,-0.516142,0,0.47943,0,0,0.714997,0,0,0,0,0,0,0,0,8081
-0.386823,-0.539478,0,0.663829,0,-0.000698678,-0.0086099,0,0.0086382,0,-0.159925,-0.467828,0,0.474018,0,0,0.684933,0,0,0,0,0,0,0,0,8082
-0.381672,-0.548442,0,0.668178,0,-0.000682257,-0.00855241,0,0.00857958,0,-0.173277,-0.470833,0,0.480111,0,0,0.694417,0,0,0,0,0,0,0,0,8083
-0.369073,-0.540901,0,0.654819,0,-0.000691932,-0.00846702,0,0.00849524,0,-0.15498,-0.495591,0,0.483848,0,0,0.709745,0,0,0,0,0,0,0,0,8084
-0.374006,-0.531975,0,0.65029,0,-0.0007077,-0.00852358,0,0.00855291,0,-0.14174,-0.491809,0,0.477551,0,0,0.700015,0,0,0,0,0,0,0,0,8085
-0.39964,-0.546981,0,0.677422,0,-0.000687036,-0.0086983,0,0.00872539,0,-0.176794,-0.444374,0,0.468939,0,0,0.669797,0,0,0,0,0,0,0,0,8086
-0.394271,-0.555983,0,0.681592,0,-0.000669937,-0.00863991,0,0.00866584,0,-0.190223,-0.446607,0,0.474787,0,0,0.679019,0,0,0,0,0,0,0,0,8087
-0.381672,-0.548442,0,0.668178,0,-0.000682257,-0.00855241,0,0.00857958,0,-0.173277,-0.470833,0,0.480111,0,0,0.694417,0,0,0,0,0,0,0,0,8088
-0.386823,-0.539478,0,0.663829,0,-0.000698678,-0.0086099,0,0.0086382,0,-0.159925,-0.467828,0,0.474018,0,0,0.684933,0,0,0,0,0,0,0,0,8089
-0.412458,-0.554484,0,0.691067,0,-0.000672842,-0.00878854,0,0.00881426,0,-0.192275,-0.421603,0,0.462431,0,0,0.654646,0,0,0,0,0,0,0,0,8090
-0.40687,-0.563525,0,0.695056,0,-0.000655039,-0.00872926,0,0.0087538,0,-0.205741,-0.423079,0,0.468001,0,0,0.663589,0,0,0,0,0,0,0,0,8091
-0.394271,-0.555983,0,0.681592,0,-0.000669937,-0.00863991,0,0.00866584,0,-0.190223,-0.446607,0,0.474787,0,0,0.679019,0,0,0,0,0,0,0,0,8092
-0.39964,-0.546981,0,0.677422,0,-0.000687036,-0.0086983,0,0.00872539,0,-0.176794,-0.444374,0,0.468939,0,0,0.669797,0,0,0,0,0,0,0,0,8093
-0.425275,-0.561987,0,0.704761,0,-0.000656179,-0.00888038,0,0.00890459,0,-0.206311,-0.399657,0,0.454626,0,0,0.639511,0,0,0,0,0,0,0,0,8094
-0.419469,-0.571066,0,0.70857,0,-0.000637646,-0.00882022,0,0.00884324,0,-0.219773,-0.400396,0,0.459885,0,0,0.64816,0,0,0,0,0,0,0,0,8095
-0.40687,-0.563525,0,0.695056,0,-0.000655039,-0.00872926,0,0.0087538,0,-0.205741,-0.423079,0,0.468001,0,0,0.663589,0,0,0,0,0,0,0,0,8096
-0.412458,-0.554484,0,0.691067,0,-0.000672842,-0.00878854,0,0.00881426,0,-0.192275,-0.421603,0,0.462431,0,0,0.654646,0,0,0,0,0,0,0,0,8097
-0.438093,-0.56949,0,0.718501,0,-0.000637142,-0.00897358,0,0.00899617,0,-0.218867,-0.378658,0,0.445662,0,0,0.624419,0,0,0,0,0,0,0,0,8098
-0.432068,-0.578608,0,0.722128,0,-0.000617853,-0.00891256,0,0.00893395,0,-0.232278,-0.378685,0,0.450583,0,0,0.632756,0,0,0,0,0,0,0,0,8099
-0.419469,-0.571066,0,0.70857,0,-0.000637646,-0.00882022,0,0.00884324,0,-0.219773,-0.400396,0,0.459885,0,0,0.64816,0,0,0,0,0,0,0,0,8100
-0.425275,-0.561987,0,0.704761,0,-0.000656179,-0.00888038,0,0.00890459,0,-0.206311,-0.399657,0,0.454626,0,0,0.639511,0,0,0,0,0,0,0,0,8101
-0.45091,-0.576993,0,0.732285,0,-0.000615838,-0.0090679,0,0.00908879,0,-0.229924,-0.358711,0,0.435682,0,0,0.60939,0,0,0,0,0,0,0,0,8102
-0.444667,-0.586149,0,0.735731,0,-0.000595768,-0.00900603,0,0.00902572,0,-0.243239,-0.358056,0,0.440242,0,0,0.617399,0,0,0,0,0,0,0,0,8103
-0.432068,-0.578608,0,0.722128,0,-0.000617853,-0.00891256,0,0.00893395,0,-0.232278,-0.378685,0,0.450583,0,0,0.632756,0,0,0,0,0,0,0,0,8104
-0.438093,-0.56949,0,0.718501,0,-0.000637142,-0.00897358,0,0.00899617,0,-0.218867,-0.378658,0,0.445662,0,0,0.624419,0,0,0,0,0,0,0,0,8105
-0.463727,-0.584496,0,0.746109,0,-0.000592384,-0.00916313,0,0.00918226,0,-0.239481,-0.339899,0,0.424831,0,0,0.594444,0,0,0,0,0,0,0,0,8106
-0.457266,-0.593691,0,0.749374,0,-0.000571509,-0.00910042,0,0.00911835,0,-0.252652,-0.338596,0,0.429013,0,0,0.602106,0,0,0,0,0,0,0,0,8107
-0.444667,-0.586149,0,0.735731,0,-0.000595768,-0.00900603,0,0.00902572,0,-0.243239,-0.358056,0,0.440242,0,0,0.617399,0,0,0,0,0,0,0,0,8108
-0.45091,-0.576993,0,0.732285,0,-0.000615838,-0.0090679,0,0.00908879,0,-0.229924,-0.358711,0,0.435682,0,0,0.60939,0,0,0,0,0,0,0,0,8109
-0.476545,-0.591999,0,0.759972,0,-0.000566903,-0.00925905,0,0.00927639,0,-0.247555,-0.322288,0,0.413255,0,0,0.579597,0,0,0,0,0,0,0,0,8110
-0.469865,-0.601232,0,0.763055,0,-0.000545202,-0.00919551,0,0.00921166,0,-0.260536,-0.320374,0,0.417045,0,0,0.586895,0,0,0,0,0,0,0,0,8111
-0.457266,-0.593691,0,0.749374,0,-0.000571509,-0.00910042,0,0.00911835,0,-0.252652,-0.338596,0,0.429013,0,0,0.602106,0,0,0,0,0,0,0,0,8112
-0.463727,-0.584496,0,0.746109,0,-0.000592384,-0.00916313,0,0.00918226,0,-0.239481,-0.339899,0,0.424831,0,0,0.594444,0,0,0,0,0,0,0,0,8113
-0.489362,-0.599502,0,0.773872,0,-0.000539528,-0.00935547,0,0.00937101,0,-0.254177,-0.305924,0,0.401095,0,0,0.564865,0,0,0,0,0,0,0,0,8114
-0.482464,-0.608773,0,0.776773,0,-0.000516981,-0.00929109,0,0.00930546,0,-0.266923,-0.303439,0,0.404486,0,0,0.57178,0,0,0,0,0,0,0,0,8115
-0.469865,-0.601232,0,0.763055,0,-0.000545202,-0.00919551,0,0.00921166,0,-0.260536,-0.320374,0,0.417045,0,0,0.586895,0,0,0,0,0,0,0,0,8116
-0.476545,-0.591999,0,0.759972,0,-0.000566903,-0.00925905,0,0.00927639,0,-0.247555,-0.322288,0,0.413255,0,0,0.579597,0,0,0,0,0,0,0,0,8117
-0.502179,-0.607005,0,0.787807,0,-0.000510393,-0.00945219,0,0.00946596,0,-0.259394,-0.290837,0,0.388488,0,0,0.550267,0,0,0,0,0,0,0,0,8118
-0.495063,-0.616315,0,0.790526,0,-0.000486982,-0.00938698,0,0.0093996,0,-0.271859,-0.287822,0,0.391478,0,0,0.55678,0,0,0,0,0,0,0,0,8119
-0.482464,-0.608773,0,0.776773,0,-0.000516981,-0.00929109,0,0.00930546,0,-0.266923,-0.303439,0,0.404486,0,0,0.57178,0,0,0,0,0,0,0,0,8120
-0.489362,-0.599502,0,0.773872,0,-0.000539528,-0.00935547,0,0.00937101,0,-0.254177,-0.305924,0,0.401095,0,0,0.564865,0,0,0,0,0,0,0,0,8121
-0.514997,-0.614508,0,0.801774,0,-0.000479637,-0.00954905,0,0.00956108,0,-0.263261,-0.27704,0,0.375563,0,0,0.535822,0,0,0,0,0,0,0,0,8122
-0.507662,-0.623856,0,0.804312,0,-0.000455348,-0.009483,0,0.00949393,0,-0.275405,-0.273537,0,0.378154,0,0,0.541914,0,0,0,0,0,0,0,0,8123
-0.495063,-0.616315,0,0.790526,0,-0.000486982,-0.00938698,0,0.0093996,0,-0.271859,-0.287822,0,0.391478,0,0,0.55678,0,0,0,0,0,0,0,0,8124
-0.502179,-0.607005,0,0.787807,0,-0.000510393,-0.00945219,0,0.00946596,0,-0.259394,-0.290837,0,0.388488,0,0,0.550267,0,0,0,0,0,0,0,0,8125
-0.527814,-0.622011,0,0.815773,0,-0.000447399,-0.00964587,0,0.00965624,0,-0.265848,-0.264531,0,0.362442,0,0,0.521551,0,0,0,0,0,0,0,0,8126
-0.520261,-0.631398,0,0.818129,0,-0.000422221,-0.00957899,0,0.00958829,0,-0.277631,-0.26058,0,0.364642,0,0,0.527204,0,0,0,0,0,0,0,0,8127
-0.507662,-0.623856,0,0.804312,0,-0.000455348,-0.009483,0,0.00949393,0,-0.275405,-0.273537,0,0.378154,0,0,0.541914,0,0,0,0,0,0,0,0,8128
-0.514997,-0.614508,0,0.801774,0,-0.000479637,-0.00954905,0,0.00956108,0,-0.263261,-0.27704,0,0.375563,0,0,0.535822,0,0,0,0,0,0,0,0,8129
-0.540632,-0.629514,0,0.829802,0,-0.00041382,-0.00974251,0,0.0097513,0,-0.267228,-0.253293,0,0.349238,0,0,0.507479,0,0,0,0,0,0,0,0,8130
-0.53286,-0.638939,0,0.831976,0,-0.000387743,-0.0096748,0,0.00968256,0,-0.278615,-0.248938,0,0.351056,0,0,0.512676,0,0,0,0,0,0,0,0,8131
-0.520261,-0.631398,0,0.818129,0,-0.000422221,-0.00957899,0,0.00958829,0,-0.277631,-0.26058,0,0.364642,0,0,0.527204,0,0,0,0,0,0,0,0,8132
-0.527814,-0.622011,0,0.815773,0,-0.000447399,-0.00964587,0,0.00965624,0,-0.265848,-0.264531,0,0.362442,0,0,0.521551,0,0,0,0,0,0,0,0,8133
-0.553449,-0.637017,0,0.843858,0,-0.000379038,-0.00983885,0,0.00984615,0,-0.267484,-0.243301,0,0.336052,0,0,0.493633,0,0,0,0,0,0,0,0,8134
-0.545459,-0.64648,0,0.84585,0,-0.000352057,-0.00977029,0,0.00977663,0,-0.278443,-0.23858,0,0.337503,0,0,0.498357,0,0,0,0,0,0,0,0,8135
-0.53286,-0.638939,0,0.831976,0,-0.000387743,-0.0096748,0,0.00968256,0,-0.278615,-0.248938,0,0.351056,0,0,0.512676,0,0,0,0,0,0,0,0,8136
-0.540632,-0.629514,0,0.829802,0,-0.00041382,-0.00974251,0,0.0097513,0,-0.267228,-0.253293,0,0.349238,0,0,0.507479,0,0,0,0,0,0,0,0,8137
-0.566266,-0.64452,0,0.857942,0,-0.000343188,-0.00993476,0,0.00994068,0,-0.266702,-0.234517,0,0.322975,0,0,0.480042,0,0,0,0,0,0,0,0,8138
-0.558059,-0.654022,0,0.859752,0,-0.0003153,-0.00986534,0,0.00987037,0,-0.277205,-0.229471,0,0.324077,0,0,0.484279,0,0,0,0,0,0,0,0,8139
-0.545459,-0.64648,0,0.84585,0,-0.000352057,-0.00977029,0,0.00977663,0,-0.278443,-0.23858,0,0.337503,0,0,0.498357,0,0,0,0,0,0,0,0,8140
-0.553449,-0.637017,0,0.843858,0,-0.000379038,-0.00983885,0,0.00984615,0,-0.267484,-0.243301,0,0.336052,0,0,0.493633,0,0,0,0,0,0,0,0,8141
-0.579084,-0.652023,0,0.872051,0,-0.000306403,-0.0100301,0,0.0100348,0,-0.26497,-0.226898,0,0.310088,0,0,0.46674,0,0,0,0,0,0,0,0,8142
-0.570658,-0.661563,0,0.87368,0,-0.000277607,-0.00995984,0,0.00996371,0,-0.274995,-0.221562,0,0.310862,0,0,0.470475,0,0,0,0,0,0,0,0,8143
-0.558059,-0.654022,0,0.859752,0,-0.0003153,-0.00986534,0,0.00987037,0,-0.277205,-0.229471,0,0.324077,0,0,0.484279,0,0,0,0,0,0,0,0,8144
-0.566266,-0.64452,0,0.857942,0,-0.000343188,-0.00993476,0,0.00994068,0,-0.266702,-0.234517,0,0.322975,0,0,0.480042,0,0,0,0,0,0,0,0,8145
-0.591901,-0.659526,0,0.886184,0,-0.00026881,-0.0101249,0,0.0101284,0,-0.262379,-0.220392,0,0.29746,0,0,0.453759,0,0,0,0,0,0,0,0,8146
-0.583257,-0.669105,0,0.887631,0,-0.000239109,-0.0100537,0,0.0100565,0,-0.271905,-0.2148,0,0.297927,0,0,0.456982,0,0,0,0,0,0,0,0,8147
-0.570658,-0.661563,0,0.87368,0,-0.000277607,-0.00995984,0,0.00996371,0,-0.274995,-0.221562,0,0.310862,0,0,0.470475,0,0,0,0,0,0,0,0,8148
-0.579084,-0.652023,0,0.872051,0,-0.000306403,-0.0100301,0,0.0100348,0,-0.26497,-0.226898,0,0.310088,0,0,0.46674,0,0,0,0,0,0,0,0,8149
-0.604718,-0.667029,0,0.90034,0,-0.000230532,-0.0102189,0,0.0102215,0,-0.259017,-0.214944,0,0.285151,0,0,0.441137,0,0,0,0,0,0,0,0,8150
-0.595856,-0.676646,0,0.901606,0,-0.000199932,-0.0101468,0,0.0101488,0,-0.26803,-0.209128,0,0.285336,0,0,0.443837,0,0,0,0,0,0,0,0,8151
-0.583257,-0.669105,0,0.887631,0,-0.000239109,-0.0100537,0,0.0100565,0,-0.271905,-0.2148,0,0.297927,0,0,0.456982,0,0,0,0,0,0,0,0,8152
-0.591901,-0.659526,0,0.886184,0,-0.00026881,-0.0101249,0,0.0101284,0,-0.262379,-0.220392,0,0.29746,0,0,0.453759,0,0,0,0,0,0,0,0,8153
-0.617536,-0.674532,0,0.914519,0,-0.000191684,-0.0103121,0,0.0103139,0,-0.254974,-0.210493,0,0.27321,0,0,0.428909,0,0,0,0,0,0,0,0,8154
-0.608455,-0.684187,0,0.915603,0,-0.000160193,-0.0102392,0,0.0102404,0,-0.263461,-0.204483,0,0.273138,0,0,0.431079,0,0,0,0,0,0,0,0,8155
-0.595856,-0.676646,0,0.901606,0,-0.000199932,-0.0101468,0,0.0101488,0,-0.26803,-0.209128,0,0.285336,0,0,0.443837,0,0,0,0,0,0,0,0,8156
-0.604718,-0.667029,0,0.90034,0,-0.000230532,-0.0102189,0,0.0102215,0,-0.259017,-0.214944,0,0.285151,0,0,0.441137,0,0,0,0,0,0,0,0,8157
-0.630353,-0.682035,0,0.928718,0,-0.000152377,-0.0104045,0,0.0104056,0,-0.250335,-0.20698,0,0.261676,0,0,0.417112,0,0,0,0,0,0,0,0,8158
-0.621054,-0.691729,0,0.929622,0,-0.000120006,-0.0103307,0,0.0103314,0,-0.258289,-0.200802,0,0.261373,0,0,0.418749,0,0,0,0,0,0,0,0,8159
-0.608455,-0.684187,0,0.915603,0,-0.000160193,-0.0102392,0,0.0102404,0,-0.263461,-0.204483,0,0.273138,0,0,0.431079,0,0,0,0,0,0,0,0,8160
-0.617536,-0.674532,0,0.914519,0,-0.000191684,-0.0103121,0,0.0103139,0,-0.254974,-0.210493,0,0.27321,0,0,0.428909,0,0,0,0,0,0,0,0,8161
-0.643171,-0.689538,0,0.942938,0,-0.000112715,-0.0104959,0,0.0104965,0,-0.245182,-0.20434,0,0.250582,0,0,0.405783,0,0,0,0,0,0,0,0,8162
-0.633653,-0.69927,0,0.94366,0,-7.94758e-05,-0.0104212,0,0.0104215,0,-0.2526,-0.198018,0,0.250073,0,0,0.406883,0,0,0,0,0,0,0,0,8163
-0.621054,-0.691729,0,0.929622,0,-0.000120006,-0.0103307,0,0.0103314,0,-0.258289,-0.200802,0,0.261373,0,0,0.418749,0,0,0,0,0,0,0,0,8164
-0.630353,-0.682035,0,0.928718,0,-0.000152377,-0.0104045,0,0.0104056,0,-0.250335,-0.20698,0,0.261676,0,0,0.417112,0,0,0,0,0,0,0,0,8165
-0.655988,-0.697042,0,0.957177,0,-7.27953e-05,-0.0105865,0,0.0105867,0,-0.239594,-0.202511,0,0.239949,0,0,0.394957,0,0,0,0,0,0,0,0,8166
-0.646252,-0.706812,0,0.957718,0,-3.87022e-05,-0.0105108,0,0.0105109,0,-0.246474,-0.196067,0,0.23926,0,0,0.395521,0,0,0,0,0,0,0,0,8167
-0.633653,-0.69927,0,0.94366,0,-7.94758e-05,-0.0104212,0,0.0104215,0,-0.2526,-0.198018,0,0.250073,0,0,0.406883,0,0,0,0,0,0,0,0,8168
-0.643171,-0.689538,0,0.942938,0,-0.000112715,-0.0104959,0,0.0104965,0,-0.245182,-0.20434,0,0.250582,0,0,0.405783,0,0,0,0,0,0,0,0,8169
-0.668805,-0.704545,0,0.971434,0,-3.27074e-05,-0.010676,0,0.0106761,0,-0.233644,-0.201432,0,0.229793,0,0,0.384668,0,0,0,0,0,0,0,0,8170
-0.658851,-0.714353,0,0.971795,0,2.22319e-06,-0.0105994,0,0.0105994,0,-0.23999,-0.194883,0,0.228951,0,0,0.384699,0,0,0,0,0,0,0,0,8171
-0.646252,-0.706812,0,0.957718,0,-3.87022e-05,-0.0105108,0,0.0105109,0,-0.246474,-0.196067,0,0.23926,0,0,0.395521,0,0,0,0,0,0,0,0,8172
-0.655988,-0.697042,0,0.957177,0,-7.27953e-05,-0.0105865,0,0.0105867,0,-0.239594,-0.202511,0,0.239949,0,0,0.394957,0,0,0,0,0,0,0,0,8173
-0.681623,-0.712048,0,0.985708,0,7.4651e-06,-0.0107645,0,0.0107645,0,-0.227401,-0.201041,0,0.220124,0,0,0.374945,0,0,0,0,0,0,0,0,8174
-0.67145,-0.721895,0,0.985889,0,4.32155e-05,-0.010687,0,0.0106871,0,-0.233218,-0.194405,0,0.219154,0,0,0.374449,0,0,0,0,0,0,0,0,8175
-0.658851,-0.714353,0,0.971795,0,2.22319e-06,-0.0105994,0,0.0105994,0,-0.23999,-0.194883,0,0.228951,0,0,0.384699,0,0,0,0,0,0,0,0,8176
-0.668805,-0.704545,0,0.971434,0,-3.27074e-05,-0.010676,0,0.0106761,0,-0.233644,-0.201432,0,0.229793,0,0,0.384668,0,0,0,0,0,0,0,0,8177
-0.69444,-0.719551,0,1,0,4.76454e-05,-0.010852,0,0.0108521,1e+12,-0.218301,-0.194314,0,0.212769,0,0,0.361502,0,0,0,0,-0,0,0,0,8178
-0.684049,-0.729436,0,1,0,8.41966e-05,-0.0107736,0,0.0107739,1e+12,-0.223626,-0.187425,0,0.211657,0,0,0.360465,0,0,0,0,-0,0,0,0,8179
-0.67145,-0.721895,0,0.985889,0,4.32155e-05,-0.010687,0,0.0106871,0,-0.233218,-0.194405,0,0.219154,0,0,0.374449,0,0,0,0,0,0,0,0,8180
-0.681623,-0.712048,0,0.985708,0,7.4651e-06,-0.0107645,0,0.0107645,0,-0.227401,-0.201041,0,0.220124,0,0,0.374945,0,0,0,0,0,0,0,0,8181
-0.313756,-0.485721,0,0.578245,0,-0.000725511,-0.0081832,0,0.0082153,0,-0.0226199,-0.605895,0,0.462355,0,0,0.762491,0,0,0,0,0,0,0,0,8182
-0.309919,-0.49446,0,0.583558,0,-0.000712249,-0.00813187,0,0.00816301,0,-0.0348254,-0.613179,0,0.468911,0,0,0.772709,0,0,0,0,0,0,0,0,8183
-0.297101,-0.486957,0,0.570435,0,-0.000705029,-0.00806314,0,0.0080939,0,-0.0155835,-0.635078,0,0.463466,0,0,0.786363,0,0,0,0,0,0,0,0,8184
-0.300725,-0.478261,0,0.56495,0,-0.00071774,-0.00811344,0,0.00814512,0,-0.00356357,-0.627211,0,0.456887,0,0,0.775985,0,0,0,0,0,0,0,0,8185
-0.326787,-0.493181,0,0.591622,0,-0.000730609,-0.00825644,0,0.00828871,0,-0.0455035,-0.582786,0,0.467777,0,0,0.748682,0,0,0,0,0,0,0,0,8186
-0.322736,-0.501963,0,0.596762,0,-0.000716784,-0.00820411,0,0.00823536,0,-0.0579147,-0.589365,0,0.474346,0,0,0.758755,0,0,0,0,0,0,0,0,8187
-0.309919,-0.49446,0,0.583558,0,-0.000712249,-0.00813187,0,0.00816301,0,-0.0348254,-0.613179,0,0.468911,0,0,0.772709,0,0,0,0,0,0,0,0,8188
