# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 9.116504545620005007e-02 4.107082268352219706e-02 1.785258402637049033e-02 4.655323770317831844e-02 5.138684502108146201e-01 4.637472727960770258e-02 2.974161810732288500e-03 1.388290241386502810e-02 6.965274277225332348e-04 1.449579642134979363e-02 1.752446582567508959e-01 1.992144958007074224e-03 1.310585323759068561e-02 8.943645651444813742e-04 7.872027990240285100e-02 9.116504545620005007e-02 4.107082268352219706e-02 1.785258402637049033e-02 4.655323770317831844e-02 5.138684502108146201e-01 4.637472727960770258e-02 2.974161810732288500e-03 1.388290241386502810e-02 6.965274277225332348e-04 1.449579642134979363e-02 1.752446582567508959e-01 1.992144958007074224e-03 1.310585323759068561e-02 8.943645651444813742e-04 7.872027990240285100e-02
1.000000000000000000e+02 9.110504686758059013e-04 3.063700107178641066e-02 4.780525029694000799e-05 1.501855060995791282e-04 4.464156929232649534e-03 1.852492871264699672e-04 5.214168180228664819e-04 2.260864210873939203e-04 2.137694299128053396e-05 2.073821894842473176e-04 3.543431247407586443e-02 2.123225045349307115e-04 9.452151963448495679e-04 1.882944430536237062e-05 5.872480536638157583e-02 9.110504686758059013e-04 3.063700107178641066e-02 4.780525029694000799e-05 1.501855060995791282e-04 4.464156929232649534e-03 1.852492871264699672e-04 5.214168180228664819e-04 2.260864210873939203e-04 2.137694299128053396e-05 2.073821894842473176e-04 3.543431247407586443e-02 2.123225045349307115e-04 9.452151963448495679e-04 1.882944430536237062e-05 5.872480536638157583e-02
2.000000000000000000e+02 4.393986163275769431e-04 3.037712784915019837e-02 6.667435896696417787e-05 2.829262151548214439e-04 3.479712886864703893e-03 1.864797211776955525e-04 3.434353268442805435e-04 3.852753144728709479e-04 1.448962257326919785e-05 2.352280553664208443e-04 3.329093545543859722e-02 2.199186976492066787e-04 1.153836519923638745e-03 1.569836622949598323e-05 4.340746055732273151e-02 4.393986163275769431e-04 3.037712784915019837e-02 6.667435896696417787e-05 2.829262151548214439e-04 3.479712886864703893e-03 1.864797211776955525e-04 3.434353268442805435e-04 3.852753144728709479e-04 1.448962257326919785e-05 2.352280553664208443e-04 3.329093545543859722e-02 2.199186976492066787e-04 1.153836519923638745e-03 1.569836622949598323e-05 4.340746055732273151e-02
3.000000000000000000e+02 5.457785573896002055e-04 2.670736396504106228e-02 1.143775179737286664e-04 6.753485714083268905e-04 1.024291555025555120e-03 3.389808007048746475e-04 3.435824873099756747e-04 1.627051492976742345e-04 4.436089288700877278e-06 1.250090464633587227e-04 3.134562180200214931e-02 1.970587913200627357e-04 8.638534998948568843e-04 1.709403831044394479e-05 4.010975555964773481e-02 5.457785573896002055e-04 2.670736396504106228e-02 1.143775179737286664e-04 6.753485714083268905e-04 1.024291555025555120e-03 3.389808007048746475e-04 3.435824873099756747e-04 1.627051492976742345e-04 4.436089288700877278e-06 1.250090464633587227e-04 3.134562180200214931e-02 1.970587913200627357e-04 8.638534998948568843e-04 1.709403831044394479e-05 4.010975555964773481e-02
4.000000000000000000e+02 6.559831610379406432e-04 2.467514116737628410e-02 1.132514996527355175e-04 2.963636379723702530e-04 6.214380599627556626e-04 3.018469259603781259e-04 7.743098057548064529e-04 4.911848523477339563e-05 4.654423849103325602e-06 1.435830464082377643e-04 2.967987128696871271e-02 1.936038263763998821e-04 8.651450348088429807e-04 1.448887063336032356e-05 3.954645755823284897e-02 6.559831610379406432e-04 2.467514116737628410e-02 1.132514996527355175e-04 2.963636379723702530e-04 6.214380599627556626e-04 3.018469259603781259e-04 7.743098057548064529e-04 4.911848523477339563e-05 4.654423849103325602e-06 1.435830464082377643e-04 2.967987128696871271e-02 1.936038263763998821e-04 8.651450348088429807e-04 1.448887063336032356e-05 3.954645755823284897e-02
5.000000000000000000e+02 7.907243929717519548e-04 2.328134496194501565e-02 9.755464693073133756e-05 2.467917552174832252e-04 7.566301671035470348e-04 2.720907299478176364e-04 7.859785512878027366e-04 2.882985366341607363e-05 8.478144222511394332e-06 1.425100781782976463e-04 2.862261985007408249e-02 2.091815421641257298e-04 9.552629138013416865e-04 1.395965997030742616e-05 3.961174300855496710e-02 7.907243929717519548e-04 2.328134496194501565e-02 9.755464693073133756e-05 2.467917552174832252e-04 7.566301671035470348e-04 2.720907299478176364e-04 7.859785512878027366e-04 2.882985366341607363e-05 8.478144222511394332e-06 1.425100781782976463e-04 2.862261985007408249e-02 2.091815421641257298e-04 9.552629138013416865e-04 1.395965997030742616e-05 3.961174300855496710e-02
6.000000000000000000e+02 8.391492277420403668e-04 2.264795123453888434e-02 8.885790810136757394e-05 2.066623940188773206e-04 8.333424078211973222e-04 2.261786993581968712e-04 7.426365089765857817e-04 2.094958472150822748e-05 1.184970577638582352e-05 1.413762980880601996e-04 2.764178073148867293e-02 2.265687240402937744e-04 9.677306205666645492e-04 1.359900494672780765e-05 3.969607537333230685e-02 8.391492277420403668e-04 2.264795123453888434e-02 8.885790810136757394e-05 2.066623940188773206e-04 8.333424078211973222e-04 2.261786993581968712e-04 7.426365089765857817e-04 2.094958472150822748e-05 1.184970577638582352e-05 1.413762980880601996e-04 2.764178073148867293e-02 2.265687240402937744e-04 9.677306205666645492e-04 1.359900494672780765e-05 3.969607537333230685e-02
7.000000000000000000e+02 8.071077278949071593e-04 2.198632229648458947e-02 8.721668153324460733e-05 1.973841460105269310e-04 8.915024665478481691e-04 2.060396804635229414e-04 7.098819477672598443e-04 2.031662756824273048e-05 1.368252990057283008e-05 1.398625784665411171e-04 2.697092507365831879e-02 2.386063056528459818e-04 9.772027205780082180e-04 1.291076341488146967e-05 3.978469006908030153e-02 8.071077278949071593e-04 2.198632229648458947e-02 8.721668153324460733e-05 1.973841460105269310e-04 8.915024665478481691e-04 2.060396804635229414e-04 7.098819477672598443e-04 2.031662756824273048e-05 1.368252990057283008e-05 1.398625784665411171e-04 2.697092507365831879e-02 2.386063056528459818e-04 9.772027205780082180e-04 1.291076341488146967e-05 3.978469006908030153e-02
8.000000000000000000e+02 7.286557069143431795e-04 2.179431454595296552e-02 8.849830067193707403e-05 1.946934325986741823e-04 9.120499531477251976e-04 1.858784200423777770e-04 7.002639963844045764e-04 2.180029005538845473e-05 1.408324326835827963e-05 1.343379122358647534e-04 2.589543450659745338e-02 2.480217840058114055e-04 9.646309933097911484e-04 1.176601161302951335e-05 3.982669315923637737e-02 7.286557069143431795e-04 2.179431454595296552e-02 8.849830067193707403e-05 1.946934325986741823e-04 9.120499531477251976e-04 1.858784200423777770e-04 7.002639963844045764e-04 2.180029005538845473e-05 1.408324326835827963e-05 1.343379122358647534e-04 2.589543450659745338e-02 2.480217840058114055e-04 9.646309933097911484e-04 1.176601161302951335e-05 3.982669315923637737e-02
9.000000000000000000e+02 6.123127131663743186e-04 2.161761967501468415e-02 9.532641098646818046e-05 1.865657928346796900e-04 8.757211392682967511e-04 1.711449235533150687e-04 7.134087184107471349e-04 2.334077240548832800e-05 1.255902036447730065e-05 1.211070990485915851e-04 2.481869717559363406e-02 2.472661278921922255e-04 9.393145688414196188e-04 1.079149808724365271e-05 3.985921942517579863e-02 6.123127131663743186e-04 2.161761967501468415e-02 9.532641098646818046e-05 1.865657928346796900e-04 8.757211392682967511e-04 1.711449235533150687e-04 7.134087184107471349e-04 2.334077240548832800e-05 1.255902036447730065e-05 1.211070990485915851e-04 2.481869717559363406e-02 2.472661278921922255e-04 9.393145688414196188e-04 1.079149808724365271e-05 3.985921942517579863e-02
