# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 7.237469404935836792e-02 4.989382997155189514e-02 1.791063100099563599e-01 7.160905599594116211e-01 3.532554581761360168e-02 5.292458534240722656e-01 5.349788698367774487e-04 6.245340220630168915e-03 8.367732167243957520e-03 1.789135299623012543e-02 9.082577377557754517e-02 6.011878326535224915e-02 3.868158091790974140e-04 5.622047185897827148e-02 8.250371553003787994e-03 1.740841567516326904e-02 1.944365054368972778e-01 4.954259842634201050e-02 4.325584694743156433e-02 1.633900701999664307e-01 6.395422816276550293e-01 2.943352609872817993e-02 5.501251816749572754e-01 5.129242199473083019e-04 4.202219191938638687e-03 4.748987033963203430e-03 1.789135299623012543e-02 9.082577377557754517e-02 6.011878326535224915e-02 3.868158091790974140e-04 5.622047185897827148e-02 8.250371553003787994e-03 1.740841567516326904e-02 1.944365054368972778e-01
1.000000000000000000e+02 4.998947842977941036e-04 9.410603903234004974e-03 1.339187729172408581e-03 1.097646891139447689e-03 6.316830404102802277e-03 6.458308780565857887e-04 4.495114844758063555e-04 9.122432675212621689e-04 1.178517231892328709e-05 1.575266214786097407e-04 6.973773986101150513e-02 1.003384590148925781e-03 8.658372098580002785e-05 2.195478416979312897e-03 4.371151793748140335e-03 4.267834592610597610e-03 1.729898303747177124e-01 3.290963941253721714e-04 7.273749914020299911e-03 8.186940685845911503e-04 7.431819103658199310e-04 6.159655749797821045e-03 5.305791273713111877e-04 4.474378074519336224e-04 8.949420880526304245e-04 5.195437552174553275e-06 1.575266214786097407e-04 6.973773986101150513e-02 1.003384590148925781e-03 8.658372098580002785e-05 2.195478416979312897e-03 4.371151793748140335e-03 4.267834592610597610e-03 1.729897707700729370e-01
2.000000000000000000e+02 1.247108157258480787e-04 1.495875697582960129e-02 2.904313732869923115e-04 5.173350800760090351e-04 2.641913015395402908e-03 2.392399765085428953e-04 4.064541426487267017e-04 1.414667785866186023e-04 2.224991294497158378e-05 4.186493752058595419e-04 4.669436439871788025e-02 3.461120359133929014e-04 8.813831664156168699e-05 3.418339183554053307e-04 8.164077880792319775e-04 1.340852351859211922e-03 1.456162482500076294e-01 8.016357605811208487e-05 1.202463731169700623e-02 1.611059706192463636e-04 3.425059549044817686e-04 1.849753083661198616e-03 1.350425009150058031e-04 3.863660385832190514e-04 1.420120970578864217e-04 1.440051346435211599e-05 4.186493752058595419e-04 4.669436439871788025e-02 3.461120359133929014e-04 8.813831664156168699e-05 3.418339183554053307e-04 8.164077880792319775e-04 1.340852351859211922e-03 1.456162780523300171e-01
3.000000000000000000e+02 3.676561464089900255e-04 1.930076256394386292e-02 2.172575332224369049e-04 5.195837002247571945e-04 6.645029876381158829e-03 3.850727225653827190e-04 4.927712143398821354e-04 2.180970041081309319e-04 2.348911075387150049e-04 1.268840744160115719e-03 3.614313155412673950e-02 8.455024799332022667e-04 2.229587262263521552e-04 5.518476973520591855e-05 5.930730253567162436e-07 1.282910961890593171e-04 1.109568029642105103e-01 2.263016212964430451e-04 1.531103625893592834e-02 1.242593134520575404e-04 3.621049690991640091e-04 4.847291391342878342e-03 2.252443809993565083e-04 3.582402132451534271e-04 1.495700125815346837e-04 1.642486749915406108e-04 1.268840744160115719e-03 3.614313155412673950e-02 8.455024799332022667e-04 2.229587262263521552e-04 5.518476973520591855e-05 5.930730253567162436e-07 1.282910961890593171e-04 1.109568253159523010e-01
4.000000000000000000e+02 2.975182142108678818e-04 2.023210935294628143e-02 2.339790808036923409e-04 7.247207104228436947e-04 8.877218700945377350e-03 6.198266055434942245e-04 5.583630409091711044e-04 2.973813388962298632e-04 4.839446919504553080e-04 1.445422880351543427e-03 3.428395465016365051e-02 1.029550214298069477e-03 6.225593970157206059e-04 4.116032796446233988e-04 1.096474443329498172e-04 1.463012267777230591e-06 7.877227663993835449e-02 1.738623395795002580e-04 1.579002477228641510e-02 1.473243901273235679e-04 5.403425893746316433e-04 6.749626249074935913e-03 4.078185011167079210e-04 3.788026806432753801e-04 1.923048257594928145e-04 3.529100504238158464e-04 1.445422880351543427e-03 3.428395465016365051e-02 1.029550214298069477e-03 6.225593970157206059e-04 4.116032796446233988e-04 1.096474443329498172e-04 1.463012267777230591e-06 7.877228409051895142e-02
5.000000000000000000e+02 1.868327672127634287e-04 1.752884499728679657e-02 2.310514973942190409e-04 6.404764717444777489e-04 6.610863842070102692e-03 6.856415420770645142e-04 3.376003296580165625e-04 1.624021970201283693e-04 3.550493274815380573e-04 1.008431077934801579e-03 3.687746077775955200e-02 7.869882974773645401e-04 6.573664140887558460e-04 4.962327657267451286e-04 1.062838964571710676e-05 4.223942596581764519e-05 5.735998600721359253e-02 1.071057267836295068e-04 1.350762974470853806e-02 1.489021087763831019e-04 4.866603121627122164e-04 4.987028893083333969e-03 4.693810187745839357e-04 2.299265324836596847e-04 1.044847595039755106e-04 2.593806420918554068e-04 1.008431077934801579e-03 3.687746077775955200e-02 7.869882974773645401e-04 6.573664140887558460e-04 4.962327657267451286e-04 1.062838964571710676e-05 4.223942596581764519e-05 5.735998600721359253e-02
6.000000000000000000e+02 1.243249425897374749e-04 1.518588978797197342e-02 2.146066690329462290e-04 4.916441394016146660e-04 4.116001538932323456e-03 5.818073404952883720e-04 2.064392174361273646e-04 9.276983473682776093e-05 1.560861128382384777e-04 6.284245173446834087e-04 4.013917222619056702e-02 5.666015786118805408e-04 4.352614632807672024e-04 3.561448538675904274e-04 5.298647010931745172e-05 1.875853195087984204e-04 4.842101782560348511e-02 6.704478437313809991e-05 1.172517985105514526e-02 1.394760329276323318e-04 3.746173460967838764e-04 3.025137819349765778e-03 4.072663723491132259e-04 1.436263264622539282e-04 5.780156789114698768e-05 1.086540578398853540e-04 6.284245173446834087e-04 4.013917222619056702e-02 5.666015786118805408e-04 4.352614632807672024e-04 3.561448538675904274e-04 5.298647010931745172e-05 1.875853195087984204e-04 4.842100664973258972e-02
7.000000000000000000e+02 1.148388037108816206e-04 1.469535287469625473e-02 1.994085032492876053e-04 4.113213217351585627e-04 2.884123474359512329e-03 4.803099436685442924e-04 1.959540968528017402e-04 8.747258107177913189e-05 8.740187331568449736e-05 5.698955501429736614e-04 4.096833243966102600e-02 5.315233720466494560e-04 3.225225082132965326e-04 2.745841047726571560e-04 9.583671635482460260e-05 2.276409504702314734e-04 4.748975485563278198e-02 6.084808046580292284e-05 1.136626675724983215e-02 1.324764743912965059e-04 3.121657937299460173e-04 2.043118933215737343e-03 3.430840151850134134e-04 1.351598621113225818e-04 5.221479659667238593e-05 5.534245065064169466e-05 5.698955501429736614e-04 4.096833243966102600e-02 5.315233720466494560e-04 3.225225082132965326e-04 2.745841047726571560e-04 9.583671635482460260e-05 2.276409504702314734e-04 4.748974367976188660e-02
8.000000000000000000e+02 1.192863419419154525e-04 1.470074616372585297e-02 1.897048496175557375e-04 3.521668550092726946e-04 2.207336714491248131e-03 4.042300570290535688e-04 1.995813508983701468e-04 9.028983185999095440e-05 7.190472388174384832e-05 6.134282448329031467e-04 4.078553989529609680e-02 5.595763213932514191e-04 2.941317216027528048e-04 2.431624889140948653e-04 7.705498137511312962e-05 1.969347358681261539e-04 4.744808375835418701e-02 6.505659985123202205e-05 1.137751061469316483e-02 1.280250144191086292e-04 2.663706545718014240e-04 1.501424354501068592e-03 2.927474561147391796e-04 1.367452496197074652e-04 5.279296601656824350e-05 4.280505891074426472e-05 6.134282448329031467e-04 4.078553989529609680e-02 5.595763213932514191e-04 2.941317216027528048e-04 2.431624889140948653e-04 7.705498137511312962e-05 1.969347358681261539e-04 4.744808003306388855e-02
9.000000000000000000e+02 1.247596665052697062e-04 1.469976175576448441e-02 1.844686630647629499e-04 3.059498558286577463e-04 1.702933339402079582e-03 3.535709984134882689e-04 2.098473487421870232e-04 9.811278141569346189e-05 6.690627196803689003e-05 6.632833974435925484e-04 4.052455723285675049e-02 5.992213846184313297e-04 2.882335393223911524e-04 2.252313279313966632e-04 5.023341509513556957e-05 1.525515690445899963e-04 4.744634777307510376e-02 7.058008486637845635e-05 1.139101013541221619e-02 1.258072734344750643e-04 2.310360869159922004e-04 1.109841745346784592e-03 2.581578737590461969e-04 1.442995853722095490e-04 5.730508200940676033e-05 3.861927325488068163e-05 6.632833974435925484e-04 4.052455723285675049e-02 5.992213846184313297e-04 2.882335393223911524e-04 2.252313279313966632e-04 5.023341509513556957e-05 1.525515690445899963e-04 4.744635522365570068e-02
