# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 7.992839440703392029e-03 2.170397527515888214e-02 3.072614073753356934e-01 7.784335315227508545e-02 5.405778065323829651e-03 1.150196650996804237e-03 1.922168880701065063e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.928208861500024796e-03 3.785868175327777863e-04 7.909520529210567474e-03 2.175254374742507935e-02 3.054306507110595703e-01 7.696096599102020264e-02 5.373997613787651062e-03 1.150196650996804237e-03 1.922168880701065063e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.928208861500024796e-03 3.785868175327777863e-04
1.000000000000000000e+02 4.885880625806748867e-04 2.007102407515048981e-02 3.872349407174624503e-05 2.466300793457776308e-04 1.856274757301434875e-04 1.052807147061685100e-05 6.683310121297836304e-02 0.000000000000000000e+00 0.000000000000000000e+00 3.887729835696518421e-04 1.057907866197638214e-04 4.784189513884484768e-04 2.003561891615390778e-02 3.760529943974688649e-05 2.392427413724362850e-04 1.819540775613859296e-04 1.052807147061685100e-05 6.683310121297836304e-02 0.000000000000000000e+00 0.000000000000000000e+00 3.887729835696518421e-04 1.057907866197638214e-04
2.000000000000000000e+02 3.897027636412531137e-04 2.020405232906341553e-02 3.797957833739928901e-05 1.353373663732782006e-04 1.309734216192737222e-04 1.886501013359520584e-05 6.630390882492065430e-02 0.000000000000000000e+00 0.000000000000000000e+00 3.840755671262741089e-04 8.102018182398751378e-05 3.805753658525645733e-04 2.016567625105381012e-02 3.670485966722480953e-05 1.310042862314730883e-04 1.279403077205643058e-04 1.886501013359520584e-05 6.630390882492065430e-02 0.000000000000000000e+00 0.000000000000000000e+00 3.840755671262741089e-04 8.102018182398751378e-05
3.000000000000000000e+02 2.793099847622215748e-04 2.007424086332321167e-02 4.468761835596524179e-05 9.106713696382939816e-05 1.405208167852833867e-04 4.267682015779428184e-05 6.579119712114334106e-02 0.000000000000000000e+00 0.000000000000000000e+00 3.905687190126627684e-04 5.884541678824461997e-05 2.713613794185221195e-04 2.003778889775276184e-02 4.318268474889919162e-05 8.793746383162215352e-05 1.368787925457581878e-04 4.267682015779428184e-05 6.579119712114334106e-02 0.000000000000000000e+00 0.000000000000000000e+00 3.905687190126627684e-04 5.884541678824461997e-05
4.000000000000000000e+02 2.248030796181410551e-04 1.966286078095436096e-02 3.610659405239857733e-05 1.002897115540690720e-04 1.805568899726495147e-04 7.726775947958230972e-05 6.523625552654266357e-02 0.000000000000000000e+00 0.000000000000000000e+00 4.301677108742296696e-04 4.258958142600022256e-05 2.170448424294590950e-04 1.963830552995204926e-02 3.497175202937796712e-05 9.666903497418388724e-05 1.754738768795505166e-04 7.726775947958230972e-05 6.523625552654266357e-02 0.000000000000000000e+00 0.000000000000000000e+00 4.301677108742296696e-04 4.258958142600022256e-05
5.000000000000000000e+02 2.934114600066095591e-04 1.903841458261013031e-02 1.850925764301791787e-05 1.487956324126571417e-04 2.017039660131558776e-04 9.669594146544113755e-05 6.465169787406921387e-02 1.323478073800288257e-07 0.000000000000000000e+00 5.319282063283026218e-04 4.156020077061839402e-05 2.832900499925017357e-04 1.904930174350738525e-02 1.797358527255710214e-05 1.428261457476764917e-04 1.953773753484711051e-04 9.669594146544113755e-05 6.465169787406921387e-02 1.323478073800288257e-07 0.000000000000000000e+00 5.319282063283026218e-04 4.156020077061839402e-05
6.000000000000000000e+02 4.162157129030674696e-04 2.592834830284118652e-02 4.254952655173838139e-04 5.352566367946565151e-04 1.802012557163834572e-04 1.233587536262348294e-04 5.782760679721832275e-02 0.000000000000000000e+00 0.000000000000000000e+00 6.593246944248676300e-04 4.175489448243752122e-05 4.102638340555131435e-04 2.598428353667259216e-02 4.233827930875122547e-04 5.314526497386395931e-04 1.737402344588190317e-04 1.233587536262348294e-04 5.782760679721832275e-02 0.000000000000000000e+00 0.000000000000000000e+00 6.593246944248676300e-04 4.175489448243752122e-05
7.000000000000000000e+02 2.616631973069161177e-04 1.834767684340476990e-02 2.480032708263024688e-05 1.944527175510302186e-04 2.010991302086040378e-04 1.424716028850525618e-04 6.408777832984924316e-02 2.099628630958250142e-07 0.000000000000000000e+00 7.563638500869274139e-04 4.767308928421698511e-05 2.523009316064417362e-04 1.839380152523517609e-02 2.389714427408762276e-05 1.851069246185943484e-04 1.938473142217844725e-04 1.424716028850525618e-04 6.408777832984924316e-02 2.099628630958250142e-07 0.000000000000000000e+00 7.563638500869274139e-04 4.767308928421698511e-05
8.000000000000000000e+02 1.821163896238431334e-04 1.806706748902797699e-02 2.934347867267206311e-05 2.096950338454917073e-04 1.971514866454526782e-04 1.601611729711294174e-04 6.411714851856231689e-02 0.000000000000000000e+00 0.000000000000000000e+00 8.092635544016957283e-04 4.966789856553077698e-05 1.749877119436860085e-04 1.810325495898723602e-02 2.812809361785184592e-05 1.996664941543713212e-04 1.897296315291896462e-04 1.601611729711294174e-04 6.411714851856231689e-02 0.000000000000000000e+00 0.000000000000000000e+00 8.092635544016957283e-04 4.966789856553077698e-05
9.000000000000000000e+02 1.471926661906763911e-04 1.948300935328006744e-02 3.446853224886581302e-05 2.208929363405331969e-04 1.827666128519922495e-04 1.618836249690502882e-04 6.254144757986068726e-02 0.000000000000000000e+00 0.000000000000000000e+00 8.290508994832634926e-04 5.455492646433413029e-05 1.418175816070288420e-04 1.951451040804386139e-02 3.323686905787326396e-05 2.110397472279146314e-04 1.754979748511686921e-04 1.618836249690502882e-04 6.254144757986068726e-02 0.000000000000000000e+00 0.000000000000000000e+00 8.290508994832634926e-04 5.455492646433413029e-05
