# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.320305905596782792e-01 2.895520889869571124e-02 6.597473457514335671e-02 9.015191803395197212e-01 7.667301484747851732e-03 1.319920071521737959e-01 2.471165149366112423e-01 1.662204546204560165e-02 3.160894856236623300e-03 1.321272907228025206e-01 2.885645280084970718e-02 6.559391576605486107e-02 9.012848192129073732e-01 7.650532620640983737e-03 1.319920071521737959e-01 2.471165149366112423e-01 1.662204546204560165e-02 3.160894856236623300e-03
1.000000000000000000e+02 3.859746022513204245e-03 5.718312099484426647e-02 4.255547436717777542e-03 4.401209857614456905e-02 4.887660790316530370e-04 3.969216561815995005e-03 1.152725023502221835e-01 2.197297724557433288e-02 1.291420421019222461e-03 3.806620470958261681e-03 5.686000517427197698e-02 4.224005185463973466e-03 4.386856569092494745e-02 4.824387149270990935e-04 3.969216561815995005e-03 1.152725023502221835e-01 2.197297724557433288e-02 1.291420421019222461e-03
2.000000000000000000e+02 1.841749770618669952e-03 4.417728835547676119e-02 3.399707355333202608e-03 2.891261614709383920e-02 5.238689666478222587e-04 2.761592215643643780e-03 1.124612727592688294e-01 1.892226306135736877e-02 7.991832907051304004e-04 1.817255381175172848e-03 4.404575175537658177e-02 3.393443165668240738e-03 2.882193681336089539e-02 5.197561425232658829e-04 2.761592215643643780e-03 1.124612727592688294e-01 1.892226306135736877e-02 7.991832907051304004e-04
3.000000000000000000e+02 9.548552079649246915e-04 4.002780195908936522e-02 3.198038121505862065e-03 1.612893547009735390e-02 6.945419800165756122e-04 3.375963444408054681e-03 1.150382479427691229e-01 1.650414927606314031e-02 6.345172710477944757e-04 9.395875903757986780e-04 3.997186631633598691e-02 3.201016661845253620e-03 1.605129125232988840e-02 6.890689207407577630e-04 3.375963444408054681e-03 1.150382479427691229e-01 1.650414927606314031e-02 6.345172710477944757e-04
4.000000000000000000e+02 6.787940793245381826e-04 3.774124721137468025e-02 2.424105512052257549e-03 8.206364091514529308e-03 8.172511024475006365e-04 3.728604323897822571e-03 1.169082425041126638e-01 1.523112623406244412e-02 5.360479034251148817e-04 6.658273576766872252e-04 3.771846408241850968e-02 2.426974898804677098e-03 8.135771318218101150e-03 8.118262414500690069e-04 3.728604323897822571e-03 1.169082425041126638e-01 1.523112623406244412e-02 5.360479034251148817e-04
5.000000000000000000e+02 5.843128737819118686e-04 3.678974397028718368e-02 1.454663657841816964e-03 4.052006960629149501e-03 8.071489276784790017e-04 3.270979454186444344e-03 1.175426817743554508e-01 1.483134729662369776e-02 4.858411549996124144e-04 5.716276786295905726e-04 3.677957316271333876e-02 1.454330732392525955e-03 3.992439720413808874e-03 8.026798825033704468e-04 3.270979454186444344e-03 1.175426817743554508e-01 1.483134729662369776e-02 4.858411549996124144e-04
6.000000000000000000e+02 5.936326155935896373e-04 3.648924708876263856e-02 8.674541652304818906e-04 2.084693016720263938e-03 6.046446793850574278e-04 2.334474687016164889e-03 1.173764166056188302e-01 1.467760930386314416e-02 4.734180259432426438e-04 5.792658796919526688e-04 3.648378365330036399e-02 8.633157541886824502e-04 2.037475779336178020e-03 6.014650271750640945e-04 2.334474687016164889e-03 1.173764166056188302e-01 1.467760930386314416e-02 4.734180259432426438e-04
7.000000000000000000e+02 6.526388579324633342e-04 3.637853423682301662e-02 5.967034111280119200e-04 1.289304724739797920e-03 3.417007736422117740e-04 1.437119436415244160e-03 1.169388347111693094e-01 1.456590969909404322e-02 4.863316423086348848e-04 6.354288064528506273e-04 3.637465131861163103e-02 5.890610804395739371e-04 1.251157694081393842e-03 3.390169263292902731e-04 1.437119436415244160e-03 1.169388347111693094e-01 1.456590969909404322e-02 4.863316423086348848e-04
8.000000000000000000e+02 7.080763494115784214e-04 3.628802896069118628e-02 4.803148268208248285e-04 9.981669632795505103e-04 1.789447997406170730e-04 8.528329792548092767e-04 1.165369718350166006e-01 1.448881015455099654e-02 5.109757488392733518e-04 6.883111325841765379e-04 3.628487018893018778e-02 4.702552478802662157e-04 9.658692968498624586e-04 1.757929039591728964e-04 8.528329792548092767e-04 1.165369718350166006e-01 1.448881015455099654e-02 5.109757488392733518e-04
9.000000000000000000e+02 7.241595909063350831e-04 3.618714842533844733e-02 4.261219683641156823e-04 8.603823405208719469e-04 1.360545144305610381e-04 5.522630989379980881e-04 1.162498202096248906e-01 1.445545946257427612e-02 5.362247729186808481e-04 7.030449052601697767e-04 3.618506993492577595e-02 4.149820927822332230e-04 8.325263416988317637e-04 1.323218459043224956e-04 5.522630989379980881e-04 1.162498202096248906e-01 1.445545946257427612e-02 5.362247729186808481e-04
1.000000000000000000e+03 7.056050006035734972e-04 3.607177699702342200e-02 3.945473206921933161e-04 7.563195450197480628e-04 1.443780156507648831e-04 4.078138386845195449e-04 1.160493280824358292e-01 1.445169173618645990e-02 5.574529693127906792e-04 6.841460399814243724e-04 3.607135337680193732e-02 3.832833638639759465e-04 7.323134710716535344e-04 1.403759079488426937e-04 4.078138386845195449e-04 1.160493280824358292e-01 1.445169173618645990e-02 5.574529693127906792e-04
1.100000000000000000e+03 6.752848400789045061e-04 3.593820235389010020e-02 3.709145344580187147e-04 6.657476896381632611e-04 1.626901823271032876e-04 3.348157612711616946e-04 1.158940817892961800e-01 1.445685780055645103e-02 5.746765165473872051e-04 6.538883377756947142e-04 3.593982924700038495e-02 3.599979089043906910e-04 6.450172625475947838e-04 1.585387993859914348e-04 3.348157612711616946e-04 1.158940817892961800e-01 1.445685780055645103e-02 5.746765165473872051e-04
