# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.997970193624496460e-01 1.004975475370883942e-02 5.877044796943664551e-01 1.343156099319458008e+00 7.747569587081670761e-03 1.160143092274665833e-01 1.544342637062072754e-01 6.248440220952033997e-02 0.000000000000000000e+00 7.142426329664885998e-04 8.119765698211267591e-05 1.188595592975616455e-02 5.607014298439025879e-01 1.686835289001464844e-01 2.851535677909851074e-01 1.209183037281036377e-02 1.998583078384399414e-01 9.981445036828517914e-03 5.884690880775451660e-01 1.343204617500305176e+00 7.758268155157566071e-03 1.160143092274665833e-01 1.544342637062072754e-01 6.248440220952033997e-02 0.000000000000000000e+00 7.142426329664885998e-04 8.119765698211267591e-05 1.188595592975616455e-02 5.607014298439025879e-01 1.686835289001464844e-01 2.851535677909851074e-01 1.209183037281036377e-02
1.000000000000000000e+02 5.260020494461059570e-03 9.402433410286903381e-03 1.759623759426176548e-03 2.022750489413738251e-02 3.345353901386260986e-02 5.735845305025577545e-03 1.014782786369323730e-01 5.125955864787101746e-02 0.000000000000000000e+00 1.177895581349730492e-03 6.885323091410100460e-05 2.802841598168015480e-03 1.521973460912704468e-01 1.420776993036270142e-01 2.821668386459350586e-01 1.063699461519718170e-02 5.138355307281017303e-03 9.269933216273784637e-03 1.759052509441971779e-03 2.012913301587104797e-02 3.306488320231437683e-02 5.735845305025577545e-03 1.014782786369323730e-01 5.125955864787101746e-02 0.000000000000000000e+00 1.177895581349730492e-03 6.885323091410100460e-05 2.802841598168015480e-03 1.521973460912704468e-01 1.420776993036270142e-01 2.821668386459350586e-01 1.063699461519718170e-02
2.000000000000000000e+02 2.175392350181937218e-03 1.545459963381290436e-02 3.760315012186765671e-03 1.663312874734401703e-02 4.067691043019294739e-02 4.904031753540039062e-03 1.151429116725921631e-01 4.249205067753791809e-02 0.000000000000000000e+00 2.859187545254826546e-03 1.013519504340365529e-04 1.888219616375863552e-03 1.228525042533874512e-01 1.326076239347457886e-01 2.606896460056304932e-01 9.259278886020183563e-03 2.090361434966325760e-03 1.513182837516069412e-02 3.724170848727226257e-03 1.653379574418067932e-02 3.982040658593177795e-02 4.904031753540039062e-03 1.151429116725921631e-01 4.249205067753791809e-02 0.000000000000000000e+00 2.859187545254826546e-03 1.013519504340365529e-04 1.888219616375863552e-03 1.228525042533874512e-01 1.326076239347457886e-01 2.606896460056304932e-01 9.259278886020183563e-03
3.000000000000000000e+02 7.148547098040580750e-03 1.975984685122966766e-02 5.951749626547098160e-03 1.734017953276634216e-02 3.058199584484100342e-02 4.335357807576656342e-03 1.191262379288673401e-01 3.443373739719390869e-02 0.000000000000000000e+00 4.343995824456214905e-03 1.300751755479723215e-04 1.118833548389375210e-03 9.732176363468170166e-02 1.258133947849273682e-01 2.408168762922286987e-01 8.502408862113952637e-03 6.873025558888912201e-03 1.934969052672386169e-02 5.814389325678348541e-03 1.713767461478710175e-02 2.964748255908489227e-02 4.335357807576656342e-03 1.191262379288673401e-01 3.443373739719390869e-02 0.000000000000000000e+00 4.343995824456214905e-03 1.300751755479723215e-04 1.118833548389375210e-03 9.732176363468170166e-02 1.258133947849273682e-01 2.408168762922286987e-01 8.502408862113952637e-03
4.000000000000000000e+02 3.766712266951799393e-03 1.768691278994083405e-02 7.486592046916484833e-03 1.237608864903450012e-02 2.487080730497837067e-02 7.569506298750638962e-03 1.237765625119209290e-01 2.672893926501274109e-02 0.000000000000000000e+00 7.414261810481548309e-03 2.190510713262483478e-04 4.777895519509911537e-04 6.796129792928695679e-02 1.123114600777626038e-01 1.979592144489288330e-01 7.285064551979303360e-03 3.700884990394115448e-03 1.762614771723747253e-02 7.211752235889434814e-03 1.190373674035072327e-02 2.383381314575672150e-02 7.569506298750638962e-03 1.237765625119209290e-01 2.672893926501274109e-02 0.000000000000000000e+00 7.414261810481548309e-03 2.190510713262483478e-04 4.777895519509911537e-04 6.796129792928695679e-02 1.123114600777626038e-01 1.979592144489288330e-01 7.285064551979303360e-03
5.000000000000000000e+02 5.446954164654016495e-03 2.308642864227294922e-02 3.947768826037645340e-03 8.557695895433425903e-03 3.847030550241470337e-02 6.167730316519737244e-03 1.080191880464553833e-01 1.772399432957172394e-02 0.000000000000000000e+00 1.367586664855480194e-02 2.974265371449291706e-04 4.805024364031851292e-04 4.707603156566619873e-02 1.042812615633010864e-01 1.423070281744003296e-01 6.305402610450983047e-03 5.230176262557506561e-03 2.247799560427665710e-02 3.694677259773015976e-03 8.280946873128414154e-03 3.642253950238227844e-02 6.167730316519737244e-03 1.080191880464553833e-01 1.772399432957172394e-02 0.000000000000000000e+00 1.367586664855480194e-02 2.974265371449291706e-04 4.805024364031851292e-04 4.707603156566619873e-02 1.042812615633010864e-01 1.423070281744003296e-01 6.305402610450983047e-03
6.000000000000000000e+02 4.627098795026540756e-03 1.648060791194438934e-02 5.955957341939210892e-03 1.022285036742687225e-02 4.353644698858261108e-02 6.313878577202558517e-03 7.299640029668807983e-02 1.256754249334335327e-02 0.000000000000000000e+00 1.796115003526210785e-02 3.682937531266361475e-04 4.803640767931938171e-04 3.193699195981025696e-02 9.246526658535003662e-02 8.831676095724105835e-02 5.544031970202922821e-03 4.210241138935089111e-03 1.559071708470582962e-02 5.760607775300741196e-03 9.503602981567382812e-03 4.134949296712875366e-02 6.313878577202558517e-03 7.299640029668807983e-02 1.256754249334335327e-02 0.000000000000000000e+00 1.796115003526210785e-02 3.682937531266361475e-04 4.803640767931938171e-04 3.193699195981025696e-02 9.246526658535003662e-02 8.831676095724105835e-02 5.544031970202922821e-03
7.000000000000000000e+02 5.146823357790708542e-03 1.025126874446868896e-02 6.958243902772665024e-03 2.072410658001899719e-02 4.706060141324996948e-02 9.447182528674602509e-03 4.803185537457466125e-02 4.491159692406654358e-03 0.000000000000000000e+00 1.566544920206069946e-02 2.431469329167157412e-04 3.960580215789377689e-04 2.119261771440505981e-02 7.758508622646331787e-02 5.819280818104743958e-02 5.080909933894872665e-03 4.606920760124921799e-03 9.519962593913078308e-03 6.605232134461402893e-03 1.962187327444553375e-02 4.501096904277801514e-02 9.447182528674602509e-03 4.803185537457466125e-02 4.491159692406654358e-03 0.000000000000000000e+00 1.566544920206069946e-02 2.431469329167157412e-04 3.960580215789377689e-04 2.119261771440505981e-02 7.758508622646331787e-02 5.819280818104743958e-02 5.080909933894872665e-03
8.000000000000000000e+02 3.454506862908601761e-03 1.258737128227949142e-02 7.358836010098457336e-03 1.386162638664245605e-02 3.736421465873718262e-02 8.291747421026229858e-03 3.794143721461296082e-02 7.215412333607673645e-03 0.000000000000000000e+00 1.402353961020708084e-02 3.641580988187342882e-04 2.534894738346338272e-04 1.532591134309768677e-02 6.226046010851860046e-02 4.774688929319381714e-02 4.341329913586378098e-03 2.657456556335091591e-03 1.193216443061828613e-02 6.777400150895118713e-03 1.244929712265729904e-02 3.548021987080574036e-02 8.291747421026229858e-03 3.794143721461296082e-02 7.215412333607673645e-03 0.000000000000000000e+00 1.402353961020708084e-02 3.641580988187342882e-04 2.534894738346338272e-04 1.532591134309768677e-02 6.226046010851860046e-02 4.774688929319381714e-02 4.341329913586378098e-03
9.000000000000000000e+02 4.527919925749301910e-03 8.885428309440612793e-03 4.612138494849205017e-03 1.457468234002590179e-02 3.051699325442314148e-02 8.102953433990478516e-03 3.140603378415107727e-02 3.656591288745403290e-03 0.000000000000000000e+00 1.089335698634386063e-02 2.406117855571210384e-04 1.293127425014972687e-04 1.115243975073099136e-02 4.783232882618904114e-02 3.946040198206901550e-02 3.763489425182342529e-03 3.267748048529028893e-03 8.275962434709072113e-03 3.966590389609336853e-03 1.348555367439985275e-02 2.879909239709377289e-02 8.102953433990478516e-03 3.140603378415107727e-02 3.656591288745403290e-03 0.000000000000000000e+00 1.089335698634386063e-02 2.406117855571210384e-04 1.293127425014972687e-04 1.115243975073099136e-02 4.783232882618904114e-02 3.946040198206901550e-02 3.763489425182342529e-03
