# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.099257251234942556e-01 2.644587495555653697e-04 2.574282981605155451e-01 6.530881858842346732e-01 5.312836953842646481e-02 1.248135734909975314e-01 1.125694816585502828e-01 1.762779604246381485e-02 3.287966018622130227e-04 2.193271392929390176e-02 4.452989689885276658e-01 1.775952388272086235e-01 3.029216085415705750e-01 1.303231080009176895e-02 3.099094249200052831e-01 2.629318289760780429e-04 2.559422830473135346e-01 6.521300567923219438e-01 5.314746960504673073e-02 1.248135734909975314e-01 1.125694816585502828e-01 1.762779604246381485e-02 3.287966018622130227e-04 2.193271392929390176e-02 4.452989689885276658e-01 1.775952388272086235e-01 3.029216085415705750e-01 1.303231080009176895e-02
1.000000000000000000e+02 3.323972265838275996e-03 1.218834098227600249e-02 1.259977008560214619e-03 1.225694903580330439e-02 2.139727888225723823e-02 4.950890161295893634e-03 9.480286637795339033e-02 6.222166050776378049e-02 1.384311173975037767e-03 3.409490639009981477e-03 8.332081230568644248e-02 1.456120409564211904e-01 2.801702938223211148e-01 1.080439493303828220e-02 3.250040700011161063e-03 1.201058677070887884e-02 1.248129790243131081e-03 1.219680353122043308e-02 2.107924322899992764e-02 4.950890161295893634e-03 9.480286637795339033e-02 6.222166050776378049e-02 1.384311173975037767e-03 3.409490639009981477e-03 8.332081230568644248e-02 1.456120409564211904e-01 2.801702938223211148e-01 1.080439493303828220e-02
2.000000000000000000e+02 2.608820323027825818e-03 1.856279876807104962e-02 2.370418062362561300e-03 9.064554483068372470e-03 3.021313893366731063e-02 5.499254731086326321e-03 1.025731149984811241e-01 4.985427343121333343e-02 3.103666932567525089e-03 2.175969833527311662e-03 6.518157990762581122e-02 1.357432782454881803e-01 2.606312360945005624e-01 9.466661907385091890e-03 2.502359193720252086e-03 1.818863935134040072e-02 2.333600985801715776e-03 9.020035273910438633e-03 2.944197521889923078e-02 5.499254731086326321e-03 1.025731149984811241e-01 4.985427343121333343e-02 3.103666932567525089e-03 2.175969833527311662e-03 6.518157990762581122e-02 1.357432782454881803e-01 2.606312360945005624e-01 9.466661907385091890e-03
3.000000000000000000e+02 9.758632054402827452e-03 1.863404794774682974e-02 3.569999854283819815e-03 7.688831037713714234e-03 1.539026546062282827e-02 7.408785154103181801e-03 1.065783698347393671e-01 4.094234026341382615e-02 5.538560625079903300e-03 9.812308438857878911e-04 4.779373008440209597e-02 1.235597777493023380e-01 2.272883792314274454e-01 8.367923088740717233e-03 9.344810028153608186e-03 1.861603000220427018e-02 3.433342543901288842e-03 7.552551902783544331e-03 1.462998399191158504e-02 7.408785154103181801e-03 1.065783698347393671e-01 4.094234026341382615e-02 5.538560625079903300e-03 9.812308438857878911e-04 4.779373008440209597e-02 1.235597777493023380e-01 2.272883792314274454e-01 8.367923088740717233e-03
4.000000000000000000e+02 5.384923447919725409e-03 2.410842166796465721e-02 3.934539336273227064e-03 5.725391570363441186e-03 2.623602319382226794e-02 7.022940512026716250e-03 9.196488332154829914e-02 2.865443622414405936e-02 1.413549716964009918e-02 5.132194746691394775e-04 2.883552287857063523e-02 1.109007602337664794e-01 1.534732045712799697e-01 6.758955295804886312e-03 5.180702200119158794e-03 2.357694357029929341e-02 3.650008226158245501e-03 5.511915070786670839e-03 2.469431407197916761e-02 7.022940512026716250e-03 9.196488332154829914e-02 2.865443622414405936e-02 1.413549716964009918e-02 5.132194746691394775e-04 2.883552287857063523e-02 1.109007602337664794e-01 1.534732045712799697e-01 6.758955295804886312e-03
5.000000000000000000e+02 4.685172701659292768e-03 1.973287500392901725e-02 6.228569179897300821e-03 1.158407283375294770e-02 2.875580574544289378e-02 6.989774173195849837e-03 6.367403646221907187e-02 2.022632518207675631e-02 2.244473253012173666e-02 4.590159767653035228e-04 1.929752379117653446e-02 1.005435730673345102e-01 9.272827263524112407e-02 5.795019960259944689e-03 4.248315090834337351e-03 1.845404536768065901e-02 5.891834802585608523e-03 1.021761069054962640e-02 2.757370037505961838e-02 6.989774173195849837e-03 6.367403646221907187e-02 2.022632518207675631e-02 2.244473253012173666e-02 4.590159767653035228e-04 1.929752379117653446e-02 1.005435730673345102e-01 9.272827263524112407e-02 5.795019960259944689e-03
6.000000000000000000e+02 5.172064102857689902e-03 1.235166564779320054e-02 7.081166707398604820e-03 1.980296554355528288e-02 3.471362115712123969e-02 9.441750792994797054e-03 4.509615392358348740e-02 1.161117631506981655e-02 1.861498542396089473e-02 4.394841168418695898e-04 1.376736053214636796e-02 8.577694658058600263e-02 6.491463921027550155e-02 5.265769049089851113e-03 4.649938116658300369e-03 1.198530984047371448e-02 6.598095336575565163e-03 1.807361792133881789e-02 3.310364537835297494e-02 9.441750792994797054e-03 4.509615392358348740e-02 1.161117631506981655e-02 1.861498542396089473e-02 4.394841168418695898e-04 1.376736053214636796e-02 8.577694658058600263e-02 6.491463921027550155e-02 5.265769049089851113e-03
7.000000000000000000e+02 3.605913684636334257e-03 1.010889341062554993e-02 4.249080067592783498e-03 1.713282319796584352e-02 2.802966583582209084e-02 9.482337887766161336e-03 3.923400026525460105e-02 9.342139937665049076e-03 1.527382478871456770e-02 2.358210272769049279e-04 1.016160432171048754e-02 7.031848382476989234e-02 5.084414492273151703e-02 4.531262935434285898e-03 2.845981033431381826e-03 9.468274120519835912e-03 3.772777766312609884e-03 1.502271877586325646e-02 2.636381385541873915e-02 9.482337887766161336e-03 3.923400026525460105e-02 9.342139937665049076e-03 1.527382478871456770e-02 2.358210272769049279e-04 1.016160432171048754e-02 7.031848382476989234e-02 5.084414492273151703e-02 4.531262935434285898e-03
8.000000000000000000e+02 3.773607930703292649e-03 9.329181762751584742e-03 4.045091089367697929e-03 1.472881272449575937e-02 2.218345390625480612e-02 7.538341752503284997e-03 3.342740331869055448e-02 8.081887185029277762e-03 1.041373955104430739e-02 1.245127719210962873e-04 7.638317463904562704e-03 5.526931022370826924e-02 4.316764009499024501e-02 3.888527967559978014e-03 2.561952813757816059e-03 8.682030196011214507e-03 3.558651399414175260e-03 1.263697626358759388e-02 2.053575532163444406e-02 7.538341752503284997e-03 3.342740331869055448e-02 8.081887185029277762e-03 1.041373955104430739e-02 1.245127719210962873e-04 7.638317463904562704e-03 5.526931022370826924e-02 4.316764009499024501e-02 3.888527967559978014e-03
9.000000000000000000e+02 3.742466609152898978e-03 8.618478155875086005e-03 3.957807418306110055e-03 1.436336514536688119e-02 1.900367606892009245e-02 5.334143107492736458e-03 2.990989362338302218e-02 6.278318671468325132e-03 7.777608383437373089e-03 8.542811162076599789e-05 5.772828081675852527e-03 4.307756311669454219e-02 3.600948348955392009e-02 3.353969021758286193e-03 2.316895387462109511e-03 7.828889586531450479e-03 3.362162888436986442e-03 1.224700856127009831e-02 1.735158910701369711e-02 5.334143107492736458e-03 2.990989362338302218e-02 6.278318671468325132e-03 7.777608383437373089e-03 8.542811162076599789e-05 5.772828081675852527e-03 4.307756311669454219e-02 3.600948348955392009e-02 3.353969021758286193e-03
1.000000000000000000e+03 3.232969434103590781e-03 9.341849208618954736e-03 4.585864721708273264e-03 1.170897251723929285e-02 1.691359576224638409e-02 2.918101862716482222e-03 2.551481146487856108e-02 6.072099231123210053e-03 6.254015563970094504e-03 7.249162034687493730e-05 4.632565068456526852e-03 3.418390252308160793e-02 3.084224341648515028e-02 2.922983299072359417e-03 1.962458692462961361e-03 8.609679462894826926e-03 3.870546910641817478e-03 9.759395021582269528e-03 1.531948787041071888e-02 2.918101862716482222e-03 2.551481146487856108e-02 6.072099231123210053e-03 6.254015563970094504e-03 7.249162034687493730e-05 4.632565068456526852e-03 3.418390252308160793e-02 3.084224341648515028e-02 2.922983299072359417e-03
1.100000000000000000e+03 4.085701453271652593e-03 1.122086580121187463e-02 4.860937178162518663e-03 1.019046561276735520e-02 1.569711074195488318e-02 2.379259091599532101e-03 2.033151772297142959e-02 5.051809799305716220e-03 3.741232194920468806e-03 6.320325315258884166e-05 3.617305667518253692e-03 2.691673155179410970e-02 2.673068672961691206e-02 2.636794538164205070e-03 2.645922346111801316e-03 1.035579025215968563e-02 4.024056851747399854e-03 8.452366822645962854e-03 1.407002579535414528e-02 2.379259091599532101e-03 2.033151772297142959e-02 5.051809799305716220e-03 3.741232194920468806e-03 6.320325315258884166e-05 3.617305667518253692e-03 2.691673155179410970e-02 2.673068672961691206e-02 2.636794538164205070e-03
1.200000000000000000e+03 3.167995603657567348e-03 7.613383180579350561e-03 4.536919335731955626e-03 8.995437252362627548e-03 1.372193413429733007e-02 1.458135674193946490e-03 1.851345797281667149e-02 4.003164615339645585e-03 3.649069685274845994e-03 5.924222436898233667e-05 3.020296295297273184e-03 2.263752767018153977e-02 2.283017065965601416e-02 2.339750825349813917e-03 2.063917071828498193e-03 6.903097255987863251e-03 3.663424215526299259e-03 7.556805346712528251e-03 1.225575778451709619e-02 1.458135674193946490e-03 1.851345797281667149e-02 4.003164615339645585e-03 3.649069685274845994e-03 5.924222436898233667e-05 3.020296295297273184e-03 2.263752767018153977e-02 2.283017065965601416e-02 2.339750825349813917e-03
1.300000000000000000e+03 3.148693917416593366e-03 5.625041724598308333e-03 4.509823612863860832e-03 9.512291924546063815e-03 1.295758466998268854e-02 1.998760421919185820e-03 1.629045273263798194e-02 2.600824255526224590e-03 2.042053189955670388e-03 5.284701556428129287e-05 2.227866392894165340e-03 1.811000691134471291e-02 1.986645170803479424e-02 2.154049279291156069e-03 1.999130458709576404e-03 4.850335876357486468e-03 3.597152083313068412e-03 8.094933151158858337e-03 1.135658331037144725e-02 1.998760421919185820e-03 1.629045273263798194e-02 2.600824255526224590e-03 2.042053189955670388e-03 5.284701556428129287e-05 2.227866392894165340e-03 1.811000691134471291e-02 1.986645170803479424e-02 2.154049279291156069e-03
1.400000000000000000e+03 2.372586676579116829e-03 4.325588427812069627e-03 4.264240575452297663e-03 7.363119307331093301e-03 1.122621129860787957e-02 9.968080114038401808e-04 1.437049070294563365e-02 2.570166225464183812e-03 2.074217206846456791e-03 4.681418624328888056e-05 1.954525902373240726e-03 1.605943129333171557e-02 1.745505303257969404e-02 1.901826947455125764e-03 1.576960359959828084e-03 3.803351961811632462e-03 3.332176231347523665e-03 6.147614693185742343e-03 9.910058720579303926e-03 9.968080114038401808e-04 1.437049070294563365e-02 2.570166225464183812e-03 2.074217206846456791e-03 4.681418624328888056e-05 1.954525902373240726e-03 1.605943129333171557e-02 1.745505303257969404e-02 1.901826947455125764e-03
1.500000000000000000e+03 2.189850788289459445e-03 4.020268837266169175e-03 4.399107594680715452e-03 6.397349589590486767e-03 1.007770232459430891e-02 8.525276817707014764e-04 1.215540421989266470e-02 2.259383065197765814e-03 1.353137536369715703e-03 3.845874351847622863e-05 1.649571383308152429e-03 1.365746875422526457e-02 1.562072703558445644e-02 1.722171849368040733e-03 1.451492916180073403e-03 3.561785567769781315e-03 3.381148320027039210e-03 5.303781607656398757e-03 8.850570143811454377e-03 8.525276817707014764e-04 1.215540421989266470e-02 2.259383065197765814e-03 1.353137536369715703e-03 3.845874351847622863e-05 1.649571383308152429e-03 1.365746875422526457e-02 1.562072703558445644e-02 1.722171849368040733e-03
1.600000000000000000e+03 2.701194438404304690e-03 3.700452922881336797e-03 5.035002699685477319e-03 6.703775787340487437e-03 9.407161088819358807e-03 1.357280631751924850e-03 1.073975637809806462e-02 1.663476873194390162e-03 1.592402849842883055e-03 3.315114836981868416e-05 1.325674936117562149e-03 1.118708559318353293e-02 1.399311322376380062e-02 1.611538370147914739e-03 1.819919326027870203e-03 3.036222052961525669e-03 3.819298825199903685e-03 5.666086043743728123e-03 8.018828938064728740e-03 1.357280631751924850e-03 1.073975637809806462e-02 1.663476873194390162e-03 1.592402849842883055e-03 3.315114836981868416e-05 1.325674936117562149e-03 1.118708559318353293e-02 1.399311322376380062e-02 1.611538370147914739e-03
1.700000000000000000e+03 1.967843622003282583e-03 3.103872580937831402e-03 4.310225868164803062e-03 5.376808741902105136e-03 7.904129191223839904e-03 6.166609760496519037e-04 9.112478101214346177e-03 1.679671834634912818e-03 6.992411407091718217e-04 2.970452788917187463e-05 1.208367053712355432e-03 1.033375526197182794e-02 1.263865457578368379e-02 1.429763006016541126e-03 1.387437679420572582e-03 2.690796808378283656e-03 3.265802759372013562e-03 4.455449506330882818e-03 6.916669814081960986e-03 6.166609760496519037e-04 9.112478101214346177e-03 1.679671834634912818e-03 6.992411407091718217e-04 2.970452788917187463e-05 1.208367053712355432e-03 1.033375526197182794e-02 1.263865457578368379e-02 1.429763006016541126e-03
1.800000000000000000e+03 2.216716021985619574e-03 2.939947987627842402e-03 4.385370223054445987e-03 5.102725215773686908e-03 7.283668636113460604e-03 7.175104606902633691e-04 8.283392271579105223e-03 1.441013604705836506e-03 3.625071272292106506e-04 2.437436709097543614e-05 1.047849712954878297e-03 8.887039263983612103e-03 1.152150170906720075e-02 1.342039657937410665e-03 1.705745383196698595e-03 2.500133955443524948e-03 3.234818881427919783e-03 4.210141680357484470e-03 6.266036991724456030e-03 7.175104606902633691e-04 8.283392271579105223e-03 1.441013604705836506e-03 3.625071272292106506e-04 2.437436709097543614e-05 1.047849712954878297e-03 8.887039263983612103e-03 1.152150170906720075e-02 1.342039657937410665e-03
1.900000000000000000e+03 2.321384284798844785e-03 3.098017555228436797e-03 4.684985586813546557e-03 5.125871596012580161e-03 6.865169291927293929e-03 9.184632927590522487e-04 6.955296429436303926e-03 1.222091301208205966e-03 1.972284236687387934e-03 2.136670773837882599e-05 8.468448130085549268e-04 7.718398164831018204e-03 1.065241253380692747e-02 1.276335983981816352e-03 1.677256741284692283e-03 2.545583660485907854e-03 3.384655175736199766e-03 4.299042187946660286e-03 5.744245708337565939e-03 9.184632927590522487e-04 6.955296429436303926e-03 1.222091301208205966e-03 1.972284236687387934e-03 2.136670773837882599e-05 8.468448130085549268e-04 7.718398164831018204e-03 1.065241253380692747e-02 1.276335983981816352e-03
2.000000000000000000e+03 3.686952977581674316e-03 4.323052378294472108e-03 5.575560824389704309e-03 6.284070455700731597e-03 6.749110060940323973e-03 1.727386215118384503e-03 6.420245932466957586e-03 9.477482408549636793e-04 8.907684295197578969e-03 2.567972673943890078e-05 7.354004625488365669e-04 6.919259986595656386e-03 9.859782378107201026e-03 1.253006662782959893e-03 2.805841265331872683e-03 3.281617434732624159e-03 3.997505323705576388e-03 5.490504504964743848e-03 5.364508455388225863e-03 1.727386215118384503e-03 6.420245932466957586e-03 9.477482408549636793e-04 8.907684295197578969e-03 2.567972673943890078e-05 7.354004625488365669e-04 6.919259986595656386e-03 9.859782378107201026e-03 1.253006662782959893e-03
2.000000000000000000e+03 3.686952977581674316e-03 4.323052378294472108e-03 5.575560824389704309e-03 6.284070455700731597e-03 6.749110060940323973e-03 1.727386215118384503e-03 6.420245932466957586e-03 9.477482408549636793e-04 8.907684295197578969e-03 2.567972673943890078e-05 7.354004625488365669e-04 6.919259986595656386e-03 9.859782378107201026e-03 1.253006662782959893e-03 2.805841265331872683e-03 3.281617434732624159e-03 3.997505323705576388e-03 5.490504504964743848e-03 5.364508455388225863e-03 1.727386215118384503e-03 6.420245932466957586e-03 9.477482408549636793e-04 8.907684295197578969e-03 2.567972673943890078e-05 7.354004625488365669e-04 6.919259986595656386e-03 9.859782378107201026e-03 1.253006662782959893e-03
2.200000000000000000e+03 1.471889661329872255e-03 1.270406253777297536e-03 1.256260849396797184e-03 1.294283376944516204e-03 1.782349525343283328e-03 1.065571796701277236e-04 6.381036783795351625e-04 2.337271073952016797e-04 6.209895519897555127e-04 1.080431548665548714e-05 1.302254329003058335e-04 1.052620289242927124e-03 1.895178603591732985e-03 3.972505363556028688e-04 1.471889661329872255e-03 1.270406253777297536e-03 1.256260849396797184e-03 1.294283376944516204e-03 1.782349525343283328e-03 1.065571796701277236e-04 6.381036783795351625e-04 2.337271073952016797e-04 6.209895519897555127e-04 1.080431548665548714e-05 1.302254329003058335e-04 1.052620289242927124e-03 1.895178603591732985e-03 3.972505363556028688e-04
2.400000000000000000e+03 6.506129359420709810e-04 5.863769441267656975e-04 5.077521517129111005e-04 5.054428615897337386e-04 6.835965317574785099e-04 4.798782615846646708e-05 4.269623144262859205e-04 1.469932034269436322e-04 5.720547572098755122e-05 3.152016969877542750e-06 1.852651976345823741e-05 5.838676391794139992e-04 9.803515832432373091e-04 3.083268851331473753e-04 6.506129359420709810e-04 5.863769441267656975e-04 5.077521517129111005e-04 5.054428615897337386e-04 6.835965317574785099e-04 4.798782615846646708e-05 4.269623144262859205e-04 1.469932034269436322e-04 5.720547572098755122e-05 3.152016969877542750e-06 1.852651976345823741e-05 5.838676391794139992e-04 9.803515832432373091e-04 3.083268851331473753e-04
2.600000000000000000e+03 3.629929031370460754e-04 3.292518889162228792e-04 3.409569995738766929e-04 2.789923159079658985e-04 5.022753416921254925e-04 2.119242417043245094e-05 2.225519592572576424e-04 1.153987033975243986e-04 5.673309364617214998e-05 1.640622798045718730e-06 1.430492150172130277e-05 5.058239330938213646e-04 7.986999456174867030e-04 2.961956812238909558e-04 3.629929031370460754e-04 3.292518889162228792e-04 3.409569995738766929e-04 2.789923159079658985e-04 5.022753416921254925e-04 2.119242417043245094e-05 2.225519592572576424e-04 1.153987033975243986e-04 5.673309364617214998e-05 1.640622798045718730e-06 1.430492150172130277e-05 5.058239330938213646e-04 7.986999456174867030e-04 2.961956812238909558e-04
2.800000000000000000e+03 2.639098636571208601e-04 2.325176640940353884e-04 2.933039186225011672e-04 1.797270824883105298e-04 3.442095861343816418e-04 1.338677347759863431e-05 1.526797154669128672e-04 1.135694965669774206e-04 3.480594541628380297e-05 1.219636734175217651e-06 6.592757952347513634e-06 3.995727450413622656e-04 6.797996549755928875e-04 2.875361995625045079e-04 2.639098636571208601e-04 2.325176640940353884e-04 2.933039186225011672e-04 1.797270824883105298e-04 3.442095861343816418e-04 1.338677347759863431e-05 1.526797154669128672e-04 1.135694965669774206e-04 3.480594541628380297e-05 1.219636734175217651e-06 6.592757952347513634e-06 3.995727450413622656e-04 6.797996549755928875e-04 2.875361995625045079e-04
3.000000000000000000e+03 2.065226474009779049e-04 1.815315800969942515e-04 2.403536087341787944e-04 1.297183746448234587e-04 2.848621476815436275e-04 1.617985012959611269e-05 9.510642622850497177e-05 9.597693623885654641e-05 1.921956522009449353e-05 9.256520263565455202e-07 1.366600269198474846e-06 3.319871345347426175e-04 6.169773598160130292e-04 2.837247181778355162e-04 2.065226474009779049e-04 1.815315800969942515e-04 2.403536087341787944e-04 1.297183746448234587e-04 2.848621476815436275e-04 1.617985012959611269e-05 9.510642622850497177e-05 9.597693623885654641e-05 1.921956522009449353e-05 9.256520263565455202e-07 1.366600269198474846e-06 3.319871345347426175e-04 6.169773598160130292e-04 2.837247181778355162e-04
3.200000000000000000e+03 1.476511391358944288e-04 1.369725781740365497e-04 1.889525165878186538e-04 1.122988269614656152e-04 2.506836905758354195e-04 1.935175344399479080e-05 6.736387503285360149e-05 9.644286085611994560e-05 1.191091206860980010e-05 1.116857613388857719e-06 1.108425497833930092e-06 2.520528769180795515e-04 6.005075455594568925e-04 2.801586485386612204e-04 1.476511391358944288e-04 1.369725781740365497e-04 1.889525165878186538e-04 1.122988269614656152e-04 2.506836905758354195e-04 1.935175344399479080e-05 6.736387503285360149e-05 9.644286085611994560e-05 1.191091206860980010e-05 1.116857613388857719e-06 1.108425497833930092e-06 2.520528769180795515e-04 6.005075455594568925e-04 2.801586485386612204e-04
3.400000000000000000e+03 1.108108862415175009e-04 1.064435886920983213e-04 1.897553014870220355e-04 1.022105722442407207e-04 1.941194605778203243e-04 1.884844931080954260e-05 4.630507648595059376e-05 9.089658992889790539e-05 9.525720259503385779e-06 9.842849495083523051e-07 1.307090628494007232e-06 2.065318931699703623e-04 5.722665045556168907e-04 2.758868601144259520e-04 1.108108862415175009e-04 1.064435886920983213e-04 1.897553014870220355e-04 1.022105722442407207e-04 1.941194605778203243e-04 1.884844931080954260e-05 4.630507648595059376e-05 9.089658992889790539e-05 9.525720259503385779e-06 9.842849495083523051e-07 1.307090628494007232e-06 2.065318931699703623e-04 5.722665045556168907e-04 2.758868601144259520e-04
3.600000000000000000e+03 8.871364817314239960e-05 9.017881678554207721e-05 1.791887759372538954e-04 9.137153923132458025e-05 1.712429125662121834e-04 1.599603786694396969e-05 3.293631562830171781e-05 8.574695585278550142e-05 6.811628945734574501e-06 1.096205774337934134e-06 8.002462742181285789e-07 1.648623842601924534e-04 5.391932164625455734e-04 2.754783816846466241e-04 8.871364817314239960e-05 9.017881678554207721e-05 1.791887759372538954e-04 9.137153923132458025e-05 1.712429125662121834e-04 1.599603786694396969e-05 3.293631562830171781e-05 8.574695585278550142e-05 6.811628945734574501e-06 1.096205774337934134e-06 8.002462742181285789e-07 1.648623842601924534e-04 5.391932164625455734e-04 2.754783816846466241e-04
