# x
-3.291299093063040915e-02 -5.974644639178334771e-01
-3.283694000809896790e-02 -6.080407541344831079e-01
-2.228930426662377798e-02 -5.975340915710933842e-01
-2.223780113354074939e-02 -6.081263866191052303e-01
-3.278126686884346580e-02 -6.157831359286644046e-01
-3.270521594631203149e-02 -6.263594261453142575e-01
-2.220009822337499356e-02 -6.158804847630102719e-01
-2.214859509029197190e-02 -6.264727798110223400e-01
-1.445414517143731384e-02 -6.159517490494005321e-01
-1.442061226744403152e-02 -6.265557604518275925e-01
-3.872976525968839859e-03 -6.160490978662379602e-01
-3.863991411423969326e-03 -6.266691141128443165e-01
-1.451222586487901228e-02 -5.975850625491740953e-01
-1.447869296088572823e-02 -6.081890739422184389e-01
-3.888539200872382848e-03 -5.976546901977426440e-01
-3.879554086327511447e-03 -6.082747064093322331e-01
-4.940735046689859189e-01 -8.680586131851757425e-01
-4.926756291431026447e-01 -8.651424137348258103e-01
-4.969289294039301308e-01 -8.664016328243798748e-01
-4.954752229831744237e-01 -8.634468250558853253e-01
-4.916526795509518766e-01 -8.630082445742510711e-01
-4.902558048174973093e-01 -8.600937854459642651e-01
-4.944124031317738144e-01 -8.612861329668977106e-01
-4.929624317192101146e-01 -8.583378201687654752e-01
-4.964326610077813839e-01 -8.600254597740109030e-01
-4.949438201283966055e-01 -8.570523643695292515e-01
-4.991923845886033773e-01 -8.583033481666573206e-01
-4.976504470301095218e-01 -8.552963990923303506e-01
-4.990165111713349422e-01 -8.651838843648343991e-01
-4.975239352837581563e-01 -8.622042939899904335e-01
-5.018644658898951949e-01 -8.635139140633134591e-01
-5.003215275389725214e-01 -8.605052246669230298e-01
-7.004151336264801131e-01 -3.999874634854592124e-03
-7.003513159190096760e-01 -1.492773536118334812e-02
-6.897805313478926337e-01 -3.990347526060986430e-03
-6.897204929248132999e-01 -1.489217970711637605e-02
-7.003045981002397058e-01 -2.292748463089253064e-02
-7.002407803532120223e-01 -3.385534535722128924e-02
-6.896765416946766258e-01 -2.287287475923834718e-02
-6.896165031239674947e-01 -3.377470694029373333e-02
-6.818962644200965428e-01 -2.283289755859266995e-02
-6.818389923984633505e-01 -3.371567552206084645e-02
-6.712682080145333519e-01 -2.277828768693847955e-02
-6.712147151692188229e-01 -3.363503710513329747e-02
-6.819954622697512736e-01 -3.983373198374830573e-03
-6.819381903957478785e-01 -1.486615116184300880e-02
-6.713608602864234998e-01 -3.973846089581224011e-03
-6.713073674806661062e-01 -1.483059550777603153e-02
-4.057739753430994120e-03 -3.759911491273438822e-01
-1.514369092369647653e-02 -3.759672810698819756e-01
-4.044386673269840561e-03 -3.870200045524437305e-01
-1.509385655009751193e-02 -3.869661737941297308e-01
-2.325917043055846303e-02 -3.759498084294219389e-01
-3.434512160082394544e-02 -3.759259403454045523e-01
-2.318262989663719131e-02 -3.869267669077582905e-01
-3.423209977346487048e-02 -3.868729360503373460e-01
-2.312659833696837156e-02 -3.949624582264744110e-01
-3.414936205347374187e-02 -3.948866930965865274e-01
-2.305005780304709984e-02 -4.059394167048107627e-01
-3.403634022611464610e-02 -4.058336888015193766e-01
-4.034611540154335770e-03 -3.950936871454997501e-01
-1.505737525665970175e-02 -3.950179221147187558e-01
-4.021258459993182210e-03 -4.061225427688134326e-01
-1.500754088306073368e-02 -4.060168148920777487e-01
-3.294452984027679276e-02 -5.608139904079064708e-01
-3.294333479542764509e-02 -5.713945185733247945e-01
-2.231066301687614772e-02 -5.608629789058099391e-01
-2.230985370974538501e-02 -5.714482780902369052e-01
-3.294245996188074899e-02 -5.791400027613246015e-01
-3.294126491703160131e-02 -5.897205309267429252e-01
-2.230926125580674074e-02 -5.791972549065549369e-01
-2.230845194867597803e-02 -5.897825540909819031e-01
-1.452521955598491850e-02 -5.792391663559329773e-01
-1.452469262846240936e-02 -5.898279581904734004e-01
-3.892020849910910255e-03 -5.792964184198226008e-01
-3.891879660106783902e-03 -5.898899813329170350e-01
-1.452613222122581260e-02 -5.608988409672841513e-01
-1.452560529370330172e-02 -5.714876327582342208e-01
-3.892265397825167127e-03 -5.609478294433923873e-01
-3.892124208021041209e-03 -5.715413921938056196e-01
-3.771592684749807464e-03 -7.071155067265298966e-01
-1.407577552494138767e-02 -7.069909989106470949e-01
-3.762923140222782653e-03 -7.174636577635559176e-01
-1.404342034428805036e-02 -7.173520139223171777e-01
-2.161896089444100000e-02 -7.068998528682111093e-01
-3.192314373463258498e-02 -7.067753450652501934e-01
-2.156926662473361567e-02 -7.172702849758296750e-01
-3.184976382879888684e-02 -7.171586411828154706e-01
-2.153288789446278217e-02 -7.248619681750498867e-01
-3.179604600947399939e-02 -7.247597414909058289e-01
-2.148319362475539784e-02 -7.352324002826684524e-01
-3.172266610364030820e-02 -7.351430376084711060e-01
-3.756576593150520206e-03 -7.250390300517528530e-01
-1.401973470816174003e-02 -7.249368033193840377e-01
-3.747907048623496263e-03 -7.353871809923299141e-01
-1.398737952750840619e-02 -7.352978183052110150e-01
-3.166058882414941184e-02 -7.427266919921846622e-01
-3.156437044841831768e-02 -7.530623249579670997e-01
-2.144115370885917721e-02 -7.428150231442812723e-01
-2.137599279239215527e-02 -7.531607019492219113e-01
-3.149393370876141240e-02 -7.606285334173037427e-01
-3.139771533303031825e-02 -7.709641663830862912e-01
-2.132829169087054402e-02 -7.607342644732271175e-01
-2.126313077440352556e-02 -7.710799432781678675e-01
-1.388652524221742346e-02 -7.608116649657787889e-01
-1.384409996388570423e-02 -7.711646978444084422e-01
-3.720883224326559414e-03 -7.609173959880373150e-01
-3.709515405258909364e-03 -7.712804747304695674e-01
-1.396000797981321491e-02 -7.428796860322053330e-01
-1.391758270148149394e-02 -7.532327188927941952e-01
-3.740572864522979848e-03 -7.429680171752813811e-01
-3.729205045455329798e-03 -7.533310958503842691e-01
-3.653946656533698101e-01 -4.019135966478518812e-03
-3.654081361832580699e-01 -1.499961962942527455e-02
-3.547570075736838913e-01 -4.013117638506653873e-03
-3.547626830573097356e-01 -1.497715892365766160e-02
-3.654179972946879351e-01 -2.303789156238231217e-02
-3.654314678222450596e-01 -3.401837522532906444e-02
-3.547668377964968700e-01 -2.300339420067096935e-02
-3.547725132714225627e-01 -3.396743548582197708e-02
-3.469696478843012355e-01 -2.297814037917118510e-02
-3.469696169846531175e-01 -3.393014500837846642e-02
