# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 6.960940640031443305e-04 -6.274159582736884427e-03 1.153384771409408791e-04 6.960940640031443305e-04 -6.274159582736884427e-03 1.153384771409408791e-04
1.000000000000000000e+02 3.171710543030960006e-01 -7.675113899641858861e-01 1.435494632693172859e-03 3.171710543030960006e-01 -7.675113899641858861e-01 1.435494632693172859e-03
2.000000000000000000e+02 3.104682335161441653e-01 -7.852314939879355693e-01 2.587281764935080424e-03 3.104682335161441653e-01 -7.852314939879355693e-01 2.587281764935080424e-03
3.000000000000000000e+02 3.339043047150324628e-01 -8.285852936648210321e-01 3.333061224186533930e-03 3.339043047150324628e-01 -8.285852936648210321e-01 3.333061224186533930e-03
4.000000000000000000e+02 2.646999982011637442e-01 -7.756572681627138532e-01 2.556241143279895309e-02 2.646999982011637442e-01 -7.756572681627138532e-01 2.556241143279895309e-02
5.000000000000000000e+02 3.629816440627865459e-01 -9.404473767148268104e-01 2.866287870731305549e-03 3.629816440627865459e-01 -9.404473767148268104e-01 2.866287870731305549e-03
6.000000000000000000e+02 3.756704000318749070e-01 -9.588355052013501911e-01 2.309426603536570387e-03 3.756704000318749070e-01 -9.588355052013501911e-01 2.309426603536570387e-03
7.000000000000000000e+02 4.086876419258429483e-01 -1.024813843498187049e+00 2.039568455313132099e-03 4.086876419258429483e-01 -1.024813843498187049e+00 2.039568455313132099e-03
8.000000000000000000e+02 4.325264444185246693e-01 -1.071114477846535795e+00 1.597643490182762589e-03 4.325264444185246693e-01 -1.071114477846535795e+00 1.597643490182762589e-03
9.000000000000000000e+02 4.078720959330356388e-01 -1.001699932038472962e+00 0.000000000000000000e+00 4.078720959330356388e-01 -1.001699932038472962e+00 0.000000000000000000e+00
1.000000000000000000e+03 4.479100893119198901e-01 -1.096561629349602551e+00 0.000000000000000000e+00 4.479100893119198901e-01 -1.096561629349602551e+00 0.000000000000000000e+00
1.100000000000000000e+03 4.585644425070547481e-01 -1.121949195443559866e+00 0.000000000000000000e+00 4.585644425070547481e-01 -1.121949195443559866e+00 0.000000000000000000e+00
1.200000000000000000e+03 4.490950560614996867e-01 -1.124238915163727981e+00 9.995160966346575138e-03 4.490950560614996867e-01 -1.124238915163727981e+00 9.995160966346575138e-03
1.300000000000000000e+03 4.638322361655375925e-01 -1.143557981852042937e+00 2.827284450591808877e-03 4.638322361655375925e-01 -1.143557981852042937e+00 2.827284450591808877e-03
1.400000000000000000e+03 4.604223405916821332e-01 -1.140855298888280522e+00 3.446242194382300589e-03 4.604223405916821332e-01 -1.140855298888280522e+00 3.446242194382300589e-03
1.500000000000000000e+03 4.962356398516687417e-01 -1.177965105911891186e+00 0.000000000000000000e+00 4.962356398516687417e-01 -1.177965105911891186e+00 0.000000000000000000e+00
1.600000000000000000e+03 4.984747994475212107e-01 -1.186258187522319485e+00 9.788845104782865555e-04 4.984747994475212107e-01 -1.186258187522319485e+00 9.788845104782865555e-04
1.700000000000000000e+03 4.841637996831302804e-01 -1.169188861690777070e+00 1.978650191235635600e-03 4.841637996831302804e-01 -1.169188861690777070e+00 1.978650191235635600e-03
1.800000000000000000e+03 5.284677336901226763e-01 -1.199839258200610770e+00 0.000000000000000000e+00 5.284677336901226763e-01 -1.199839258200610770e+00 0.000000000000000000e+00
1.900000000000000000e+03 5.172623089134206209e-01 -1.214059434040088092e+00 1.236222741772067743e-03 5.172623089134206209e-01 -1.214059434040088092e+00 1.236222741772067743e-03
2.000000000000000000e+03 5.249259854868953967e-01 -1.223974891020992217e+00 1.201016889646184041e-03 5.249259854868953967e-01 -1.223974891020992217e+00 1.201016889646184041e-03
2.100000000000000000e+03 5.318861055742885036e-01 -1.233660256693952961e+00 2.267774145351068166e-03 5.318861055742885036e-01 -1.233660256693952961e+00 2.267774145351068166e-03
2.200000000000000000e+03 5.384053390538904305e-01 -1.241768152918572676e+00 2.138835175972382020e-03 5.384053390538904305e-01 -1.241768152918572676e+00 2.138835175972382020e-03
2.300000000000000000e+03 5.538703910363058647e-01 -1.237848597606951095e+00 2.762053237240206132e-06 5.538703910363058647e-01 -1.237848597606951095e+00 2.762053237240206132e-06
2.400000000000000000e+03 5.437421819438787995e-01 -1.249238256634109145e+00 5.854477253220739807e-03 5.437421819438787995e-01 -1.249238256634109145e+00 5.854477253220739807e-03
2.500000000000000000e+03 5.525436454282124377e-01 -1.251247112914078974e+00 2.962744368953925152e-06 5.525436454282124377e-01 -1.251247112914078974e+00 2.962744368953925152e-06
2.600000000000000000e+03 5.479128804133526209e-01 -1.242444289528628065e+00 8.797874609424420232e-04 5.479128804133526209e-01 -1.242444289528628065e+00 8.797874609424420232e-04
2.700000000000000000e+03 5.639183020442991578e-01 -1.268123936752957981e+00 6.583611001462065342e-03 5.639183020442991578e-01 -1.268123936752957981e+00 6.583611001462065342e-03
2.800000000000000000e+03 5.633231045989597341e-01 -1.271106440439778051e+00 1.005674039456768386e-03 5.633231045989597341e-01 -1.271106440439778051e+00 1.005674039456768386e-03
2.900000000000000000e+03 5.674326109865126533e-01 -1.277048539460684085e+00 2.224572297955917065e-03 5.674326109865126533e-01 -1.277048539460684085e+00 2.224572297955917065e-03
3.000000000000000000e+03 5.440616056632254782e-01 -1.225863473880963728e+00 0.000000000000000000e+00 5.440616056632254782e-01 -1.225863473880963728e+00 0.000000000000000000e+00
3.100000000000000000e+03 5.693315751377462375e-01 -1.278317882006630102e+00 5.227201261017996176e-03 5.693315751377462375e-01 -1.278317882006630102e+00 5.227201261017996176e-03
3.200000000000000000e+03 5.760453343007526650e-01 -1.283834269569751996e+00 1.348002869162844833e-04 5.760453343007526650e-01 -1.283834269569751996e+00 1.348002869162844833e-04
3.300000000000000000e+03 5.809900422919469509e-01 -1.291756394075262993e+00 7.614117488210548918e-04 5.809900422919469509e-01 -1.291756394075262993e+00 7.614117488210548918e-04
3.400000000000000000e+03 5.721531766456370294e-01 -1.283359190991260723e+00 2.443142426238774020e-03 5.721531766456370294e-01 -1.283359190991260723e+00 2.443142426238774020e-03
3.500000000000000000e+03 5.609488153070040228e-01 -1.214845381967128102e+00 1.745900138710656532e-05 5.609488153070040228e-01 -1.214845381967128102e+00 1.745900138710656532e-05
3.600000000000000000e+03 5.953202070547688463e-01 -1.305007302055354312e+00 7.779698727449584333e-04 5.953202070547688463e-01 -1.305007302055354312e+00 7.779698727449584333e-04
3.700000000000000000e+03 5.847266810560665107e-01 -1.295411565689640110e+00 3.020327696761928270e-03 5.847266810560665107e-01 -1.295411565689640110e+00 3.020327696761928270e-03
3.800000000000000000e+03 5.994733463136860951e-01 -1.293696216891914386e+00 0.000000000000000000e+00 5.994733463136860951e-01 -1.293696216891914386e+00 0.000000000000000000e+00
3.900000000000000000e+03 5.808802186900797748e-01 -1.290968864833895058e+00 4.723616218278078047e-04 5.808802186900797748e-01 -1.290968864833895058e+00 4.723616218278078047e-04
4.000000000000000000e+03 5.992082933652397303e-01 -1.289158622012295918e+00 5.382927787956942096e-05 5.992082933652397303e-01 -1.289158622012295918e+00 5.382927787956942096e-05
4.100000000000000000e+03 5.965795926939345684e-01 -1.274287355112923237e+00 0.000000000000000000e+00 5.965795926939345684e-01 -1.274287355112923237e+00 0.000000000000000000e+00
4.200000000000000000e+03 6.111420739320014839e-01 -1.325626344262353484e+00 6.757125895261019942e-03 6.111420739320014839e-01 -1.325626344262353484e+00 6.757125895261019942e-03
4.300000000000000000e+03 5.984116626383857440e-01 -1.306750122214347609e+00 0.000000000000000000e+00 5.984116626383857440e-01 -1.306750122214347609e+00 0.000000000000000000e+00
4.400000000000000000e+03 6.110172541952820779e-01 -1.322455589494733186e+00 2.669763942928841363e-05 6.110172541952820779e-01 -1.322455589494733186e+00 2.669763942928841363e-05
4.500000000000000000e+03 6.075295188813043534e-01 -1.322685909709098606e+00 1.953492770460287659e-02 6.075295188813043534e-01 -1.322685909709098606e+00 1.953492770460287659e-02
4.600000000000000000e+03 5.980932989441312131e-01 -1.298206701470217883e+00 1.841481504234506047e-05 5.980932989441312131e-01 -1.298206701470217883e+00 1.841481504234506047e-05
4.700000000000000000e+03 6.013844401786705429e-01 -1.312120954019894814e+00 5.615037780231620437e-03 6.013844401786705429e-01 -1.312120954019894814e+00 5.615037780231620437e-03
4.800000000000000000e+03 6.023798855366071514e-01 -1.310646606801609382e+00 1.673495093423470670e-04 6.023798855366071514e-01 -1.310646606801609382e+00 1.673495093423470670e-04
4.900000000000000000e+03 6.105108755748955840e-01 -1.324864546837103862e+00 4.220629082803861905e-04 6.105108755748955840e-01 -1.324864546837103862e+00 4.220629082803861905e-04
5.000000000000000000e+03 6.273746480105250045e-01 -1.336188417216721547e+00 1.554342646256718556e-04 6.273746480105250045e-01 -1.336188417216721547e+00 1.554342646256718556e-04
5.000000000000000000e+03 6.273746480105250045e-01 -1.336188417216721547e+00 1.554342646256718556e-04 6.273746480105250045e-01 -1.336188417216721547e+00 1.554342646256718556e-04
6.000000000000000000e+03 6.655721821300502050e-01 -1.383985109268593527e+00 7.443961524696581346e-04 6.655721821300502050e-01 -1.383985109268593527e+00 7.443961524696581346e-04
