# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.024874488538670900e-02 7.723155838542801813e-03 7.505414154717416145e-03 1.425671237792409118e-01 3.669200672659752582e-01 6.095576718351135292e-02 6.775569481738256440e-03 1.236902465655289295e-03 4.018108646616623146e-04 5.026608960461987838e-03 1.700914190316825669e-01 1.615571992197620179e-03 1.166837350246927030e-02 1.300956447271240475e-03 7.701290023908385907e-02 6.189603400220011764e+00 2.333132788023364057e+01 4.527601234069866365e+00 1.024874488538670900e-02 7.723155838542801813e-03 7.505414154717416145e-03 1.425671237792409118e-01 3.669200672659752582e-01 6.095576718351135292e-02 6.775569481738256440e-03 1.236902465655289295e-03 4.018108646616623146e-04 5.026608960461987838e-03 1.700914190316825669e-01 1.615571992197620179e-03 1.166837350246927030e-02 1.300956447271240475e-03 7.701290023908385907e-02 6.189603400220011764e+00 2.333132788023364057e+01 4.527601234069866365e+00
1.000000000000000000e+02 1.269378899373084235e-01 8.115938720421357333e-01 1.298129809679994702e-02 1.024192412665421575e-01 1.594665923732757895e-01 3.631364366062853760e-02 1.108620394489109595e-01 6.221500470177570088e-04 5.190685869512343857e-04 8.184527402148249198e-02 1.072874854533057976e-01 7.824167278795713873e-03 8.131560096599843579e-02 4.567873768999172030e-04 4.325309140483843406e-02 3.527496484117406794e+00 2.781112218442833406e+00 9.411342335588096519e-01 1.269378899373084235e-01 8.115938720421357333e-01 1.298129809679994702e-02 1.024192412665421575e-01 1.594665923732757895e-01 3.631364366062853760e-02 1.108620394489109595e-01 6.221500470177570088e-04 5.190685869512343857e-04 8.184527402148249198e-02 1.072874854533057976e-01 7.824167278795713873e-03 8.131560096599843579e-02 4.567873768999172030e-04 4.325309140483843406e-02 3.527496484117406794e+00 2.781112218442833406e+00 9.411342335588096519e-01
2.000000000000000000e+02 9.288366984922578895e-02 3.638654024122172648e-01 4.151369903547896464e-03 6.270950957024461203e-02 1.111583432363153073e-01 6.835013886060363475e-02 1.272763007120348011e-01 1.182501438923059221e-03 7.456657834344804399e-04 2.762484076026123711e-02 3.315770357562926318e-02 5.554064532097843267e-03 1.003273591391388025e-01 2.471207991976624003e-04 4.069333207458882690e-02 1.487862623551269969e+00 2.035861595519634637e+00 2.250275608721597209e-01 9.288366984922578895e-02 3.638654024122172648e-01 4.151369903547896464e-03 6.270950957024461203e-02 1.111583432363153073e-01 6.835013886060363475e-02 1.272763007120348011e-01 1.182501438923059221e-03 7.456657834344804399e-04 2.762484076026123711e-02 3.315770357562926318e-02 5.554064532097843267e-03 1.003273591391388025e-01 2.471207991976624003e-04 4.069333207458882690e-02 1.487862623551269969e+00 2.035861595519634637e+00 2.250275608721597209e-01
3.000000000000000000e+02 6.105859961140096270e-02 1.445420137425642015e-01 3.177323855954504016e-03 5.919613419960980533e-02 6.872477963875626983e-02 4.477808903153652348e-02 1.338133190931037608e-01 2.064798537884167395e-03 1.455983560914543432e-03 7.448904000606811592e-03 1.069066670191416886e-02 2.601766762529057406e-03 7.323279429938256424e-02 1.239029766409181560e-04 2.788414354534671583e-02 5.063479685601942615e-01 1.557291988567214736e+00 6.758946670230911447e-02 6.105859961140096270e-02 1.445420137425642015e-01 3.177323855954504016e-03 5.919613419960980533e-02 6.872477963875626983e-02 4.477808903153652348e-02 1.338133190931037608e-01 2.064798537884167395e-03 1.455983560914543432e-03 7.448904000606811592e-03 1.069066670191416886e-02 2.601766762529057406e-03 7.323279429938256424e-02 1.239029766409181560e-04 2.788414354534671583e-02 5.063479685601942615e-01 1.557291988567214736e+00 6.758946670230911447e-02
4.000000000000000000e+02 5.950575992376756773e-02 7.579077841939435567e-02 3.259252957503551516e-03 8.270942256189210695e-02 5.239895875515292872e-02 3.675151419247103118e-02 1.356941614764018977e-01 1.349853576773176345e-03 1.196357056060810831e-03 6.059380900093966002e-03 1.080508424440275971e-02 1.595079220990983006e-03 6.336699437682989655e-02 1.006097964558834483e-04 2.343352196793210482e-02 2.729629376504720817e-01 1.229729136951945634e+00 3.324776092495668189e-02 5.950575992376756773e-02 7.579077841939435567e-02 3.259252957503551516e-03 8.270942256189210695e-02 5.239895875515292872e-02 3.675151419247103118e-02 1.356941614764018977e-01 1.349853576773176345e-03 1.196357056060810831e-03 6.059380900093966002e-03 1.080508424440275971e-02 1.595079220990983006e-03 6.336699437682989655e-02 1.006097964558834483e-04 2.343352196793210482e-02 2.729629376504720817e-01 1.229729136951945634e+00 3.324776092495668189e-02
5.000000000000000000e+02 3.463877773021005468e-02 6.868903824974124939e-02 3.693836758184965586e-03 9.771022617890058604e-02 5.602675557734509981e-02 2.556994552236295168e-02 1.305889174133031128e-01 1.056761871595841970e-03 1.001568421470154990e-03 7.068721941314293038e-03 1.203419932117772914e-02 8.619184548218035207e-04 5.230472488118155516e-02 3.506568099355340172e-05 2.139659210165686248e-02 1.733344516197569962e-01 1.022633188274532756e+00 2.073924355454710711e-02 3.463877773021005468e-02 6.868903824974124939e-02 3.693836758184965586e-03 9.771022617890058604e-02 5.602675557734509981e-02 2.556994552236295168e-02 1.305889174133031128e-01 1.056761871595841970e-03 1.001568421470154990e-03 7.068721941314293038e-03 1.203419932117772914e-02 8.619184548218035207e-04 5.230472488118155516e-02 3.506568099355340172e-05 2.139659210165686248e-02 1.733344516197569962e-01 1.022633188274532756e+00 2.073924355454710711e-02
6.000000000000000000e+02 2.542043673849858978e-02 7.559841708490523671e-02 3.841896852515978410e-03 1.058300836408365697e-01 4.940394768323195379e-02 2.397601042701541160e-02 1.216633708898897381e-01 8.987164259435477184e-04 8.773362069950848543e-04 5.697163838736801246e-03 1.204043058528079212e-02 6.045371844634073741e-04 5.222467332387067951e-02 2.515521554605023202e-05 2.041859545842522952e-02 1.300378025553048378e-01 8.550585916844448686e-01 1.412243645799744415e-02 2.542043673849858978e-02 7.559841708490523671e-02 3.841896852515978410e-03 1.058300836408365697e-01 4.940394768323195379e-02 2.397601042701541160e-02 1.216633708898897381e-01 8.987164259435477184e-04 8.773362069950848543e-04 5.697163838736801246e-03 1.204043058528079212e-02 6.045371844634073741e-04 5.222467332387067951e-02 2.515521554605023202e-05 2.041859545842522952e-02 1.300378025553048378e-01 8.550585916844448686e-01 1.412243645799744415e-02
7.000000000000000000e+02 2.182102565325470117e-02 1.429574287756777140e-01 3.448085671507034912e-03 9.610381570426347608e-02 5.266506889278018549e-02 1.540316206778773525e-02 1.027921002240148179e-01 6.864025325862298027e-04 6.534458745970616591e-04 5.128672294284590538e-03 1.077931857278129762e-02 4.835133483832739745e-04 6.140180869577453043e-02 3.025404826300450261e-05 1.982780369671353210e-02 1.388563691423478907e-01 7.511104097657305134e-01 2.077438193677112743e-02 2.182102565325470117e-02 1.429574287756777140e-01 3.448085671507034912e-03 9.610381570426347608e-02 5.266506889278018549e-02 1.540316206778773525e-02 1.027921002240148179e-01 6.864025325862298027e-04 6.534458745970616591e-04 5.128672294284590538e-03 1.077931857278129762e-02 4.835133483832739745e-04 6.140180869577453043e-02 3.025404826300450261e-05 1.982780369671353210e-02 1.388563691423478907e-01 7.511104097657305134e-01 2.077438193677112743e-02
8.000000000000000000e+02 8.000524832928342100e-02 6.906456069757693772e-02 2.303122934150654295e-03 1.219235327642821803e-01 4.175115598014807888e-02 2.005420694125096409e-02 1.025191693763115308e-01 6.696661897687611114e-04 4.900090464254679796e-04 4.678995495123704218e-03 1.044111893670984087e-02 3.899879528089911077e-04 4.598011624543789366e-02 4.284066490396451124e-05 1.950481470642807802e-02 8.277890641977704578e-02 6.339675897434071672e-01 8.352494490431024154e-03 8.000524832928342100e-02 6.906456069757693772e-02 2.303122934150654295e-03 1.219235327642821803e-01 4.175115598014807888e-02 2.005420694125096409e-02 1.025191693763115308e-01 6.696661897687611114e-04 4.900090464254679796e-04 4.678995495123704218e-03 1.044111893670984087e-02 3.899879528089911077e-04 4.598011624543789366e-02 4.284066490396451124e-05 1.950481470642807802e-02 8.277890641977704578e-02 6.339675897434071672e-01 8.352494490431024154e-03
9.000000000000000000e+02 9.180374222712735233e-02 8.786082937762189349e-02 1.753634648819348300e-03 1.035738922798404987e-01 6.403239864079238175e-02 1.596170854330451749e-02 8.776091754342885132e-02 4.956680115981652434e-04 3.647190113843822089e-04 2.356903092929089807e-03 8.876782239266781463e-03 3.890882361075554351e-04 5.929693579738681830e-02 6.947447312258193031e-05 1.986626065269318092e-02 8.641667121107680927e-02 5.181334116020188674e-01 8.308867488336521556e-03 9.180374222712735233e-02 8.786082937762189349e-02 1.753634648819348300e-03 1.035738922798404987e-01 6.403239864079238175e-02 1.596170854330451749e-02 8.776091754342885132e-02 4.956680115981652434e-04 3.647190113843822089e-04 2.356903092929089807e-03 8.876782239266781463e-03 3.890882361075554351e-04 5.929693579738681830e-02 6.947447312258193031e-05 1.986626065269318092e-02 8.641667121107680927e-02 5.181334116020188674e-01 8.308867488336521556e-03
1.000000000000000000e+03 1.633001326552027677e-02 5.514463656920977341e-02 1.412648228991640609e-03 1.076203012482553623e-01 4.008419691959267533e-02 1.402996726286817077e-02 7.999042695903635369e-02 4.038716812256288951e-04 2.724315805532480611e-04 2.970784921064144844e-03 8.239123350614325006e-03 2.949778458071421303e-04 5.306866772788196296e-02 8.247759642961826211e-05 1.974647614846930868e-02 7.186491835672736972e-02 4.489116874035293248e-01 7.631552054629532449e-03 1.633001326552027677e-02 5.514463656920977341e-02 1.412648228991640609e-03 1.076203012482553623e-01 4.008419691959267533e-02 1.402996726286817077e-02 7.999042695903635369e-02 4.038716812256288951e-04 2.724315805532480611e-04 2.970784921064144844e-03 8.239123350614325006e-03 2.949778458071421303e-04 5.306866772788196296e-02 8.247759642961826211e-05 1.974647614846930868e-02 7.186491835672736972e-02 4.489116874035293248e-01 7.631552054629532449e-03
1.100000000000000000e+03 2.005986582306021337e-02 4.762075999264287623e-02 1.325763876704577409e-03 1.033074131123301459e-01 3.877657557819277206e-02 1.218485838338370826e-02 7.277800316718505136e-02 3.409684143382021274e-04 2.393491212166667242e-04 2.488655695595556189e-03 7.541105029784963762e-03 2.391427629433644860e-04 5.075003529375605310e-02 9.275584183485028516e-05 1.976630438934525238e-02 6.425347897228148031e-02 3.829300104601753296e-01 6.819929378909795649e-03 2.005986582306021337e-02 4.762075999264287623e-02 1.325763876704577409e-03 1.033074131123301459e-01 3.877657557819277206e-02 1.218485838338370826e-02 7.277800316718505136e-02 3.409684143382021274e-04 2.393491212166667242e-04 2.488655695595556189e-03 7.541105029784963762e-03 2.391427629433644860e-04 5.075003529375605310e-02 9.275584183485028516e-05 1.976630438934525238e-02 6.425347897228148031e-02 3.829300104601753296e-01 6.819929378909795649e-03
1.200000000000000000e+03 1.535868531779470414e-02 4.179584424521474995e-02 1.273049212186829144e-03 9.901762949023709681e-02 3.575634620011909626e-02 1.082604028265507327e-02 6.706807512087671619e-02 2.798847412069444462e-04 2.313027840457816838e-04 2.111029070107001311e-03 6.926231092227326178e-03 2.018675082540938922e-04 5.050464981384324842e-02 9.182215857385017991e-05 1.988811578174957614e-02 5.976141135813417549e-02 3.212235372570546588e-01 5.969773577267959395e-03 1.535868531779470414e-02 4.179584424521474995e-02 1.273049212186829144e-03 9.901762949023709681e-02 3.575634620011909626e-02 1.082604028265507327e-02 6.706807512087671619e-02 2.798847412069444462e-04 2.313027840457816838e-04 2.111029070107001311e-03 6.926231092227326178e-03 2.018675082540938922e-04 5.050464981384324842e-02 9.182215857385017991e-05 1.988811578174957614e-02 5.976141135813417549e-02 3.212235372570546588e-01 5.969773577267959395e-03
